Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
2088	-271.2416	-317.4627	46.22108	0.00766215	0.00169949	0.0357078	0.0125601	0.0524974	0.00780779	0.000468553	0.00932555	0.0010279	0.0133418	0.0321668	0.0172186	0.0211126	0.0262872	0.0429487	0.0485733	0.00976392	0.0252079	0.0280469	0.00498225	0.042599	0.020502	0.0131448	0.00505567	0.022681	0.0231514	0.00619191	0.0591381	6.65732e-05	0.0179707	0.000663379	0.0474369	0.00987853	0.0221207	0.0215591	0.00171237	0.0127273	0.3133969	1.686603	1.062783	0.9372172	0.50483	0.716511	0.901223	1.1096	1.39565	1.98087	0.4942422	0.881852	0.1858155	0.0105684	0.0023441	0.0492518	0.0173241	0.0724095	0.0107693	0.000646275	0.0128627	0.00141778	0.0184023	0.0443676	0.0237496	0.0291206	0.0362578	0.0592391	0.066997	0.0134674	0.0347692	0.0386851	0.00687201	0.0587568	0.0282784	0.0181307	0.00697329	0.0312838	0.0319326	0.0085405	0.0815691	9.18244e-05	0.0247869	0.000914998	0.0654297	0.0136254	0.030511	0.0297365	0.00236187	0.0175548	0.649	0.351	0.6489996	0.725006
2124	-269.066	-313.5691	44.50313	0.00565249	0.00568402	0.0337783	0.00900348	0.0755211	0.0452398	0.00101169	0.0111293	0.00282158	0.0230949	0.0194198	0.0466317	0.0579065	0.0693183	0.0359202	0.0358214	0.0140461	0.0174572	0.0826491	0.00857769	0.0482401	0.00681194	0.00605049	0.0133145	0.0881418	0.0266157	0.00856534	0.0828643	0.000101199	0.0650378	0.0105759	0.100132	0.0341436	0.0276063	0.03952	0.00845961	0.0349382	0.4155025	1.584498	0.6593404	1.34066	0.405175	0.643645	0.871568	1.14736	1.55365	2.46807	0.6532458	2.033334	0.2622298	0.00470334	0.00472958	0.0281063	0.00749164	0.0628398	0.0376433	0.000841813	0.00926049	0.00234779	0.0192169	0.0161589	0.0388014	0.048183	0.0576786	0.0298886	0.0298064	0.0116875	0.0145258	0.0687709	0.00713735	0.0401398	0.0056681	0.00503451	0.0110788	0.0733413	0.0221464	0.00712707	0.06895	8.42059e-05	0.0541168	0.00880006	0.083318	0.0284103	0.0229708	0.0328839	0.0070391	0.0290715	0.535911	0.464089	0.535911	1.201803
2160	-269.2809	-314.5887	45.30779	0.0350037	0.00235627	0.0262971	0.00623984	0.0338857	0.0245658	0.014286	0.0129008	0.000106597	0.00218399	0.0469027	0.024394	0.0140942	0.0944995	0.0184297	0.0744377	0.0123134	0.0297312	0.0335542	0.0264773	0.00332649	0.00257273	0.0186472	0.0542488	0.0364517	0.0315844	0.0276999	0.00239929	0.0221547	0.0011494	0.0393671	0.0111444	0.00796025	0.034962	0.0193689	0.00984215	0.000640285	0.4368765	1.563123	0.6319001	1.3681	0.891038	0.945288	0.982599	1.01771	1.05788	1.12229	0.08341893	2.165057	0.2794895	0.0408837	0.00275208	0.0307145	0.00728801	0.0395778	0.0286924	0.0166858	0.0150679	0.000124503	0.00255086	0.0547813	0.0284917	0.0164617	0.110374	0.0215255	0.0869417	0.0143818	0.0347254	0.0391906	0.0309249	0.00388527	0.00300489	0.0217795	0.0633615	0.0425749	0.03689	0.0323529	0.00280232	0.0258762	0.00134248	0.0459799	0.0130165	0.00929741	0.0408349	0.0226225	0.0114954	0.000747839	0.723205	0.276795	0.7232049	0.8561795
2196	-272.689	-317.954	45.26496	0.00607572	0.0125784	0.0145175	0.00500638	0.0214106	0.0152994	0.00291348	0.00958162	0.00166456	0.00109959	0.0108384	0.0186982	0.012096	0.0134064	0.00335914	0.0249999	0.0155111	0.00843493	0.0137949	0.00178803	0.00165102	0.0115805	0.0331995	0.0321753	0.0141384	0.0292047	0.0152931	0.000174013	0.00675361	0.000938909	0.023182	0.00154448	0.0079531	0.00183531	0.00160779	0.0191512	0.000969138	0.4658023	1.534198	0.8136272	1.186373	0.390999	0.632562	0.866858	1.15359	1.58087	2.55755	0.6789988	1.458128	0.303613	0.0146606	0.0303513	0.0350304	0.0120803	0.0516632	0.036917	0.00703016	0.0231202	0.00401653	0.00265329	0.0261528	0.0451183	0.0291874	0.0323493	0.00810552	0.0603242	0.0374279	0.0203533	0.0332866	0.00431447	0.00398386	0.0279435	0.0801096	0.0776382	0.0341155	0.0704701	0.0369018	0.000419888	0.0162963	0.00226556	0.0559375	0.0037268	0.0191906	0.00442856	0.00387955	0.0462114	0.00233851	0.522439	0.477561	0.5224385	0.4144261
2232	-269.4054	-314.1767	44.77129	0.00329962	0.00781753	0.0117515	0.00565834	0.103335	0.0123192	0.00834852	0.00802416	0.0297994	0.0113269	0.0115877	0.0189068	0.0201026	0.0733471	0.0192017	0.0213396	0.00572895	0.0619191	0.0364092	0.0179506	0.00848227	0.0335609	0.00997027	0.00658136	0.00849771	0.0749752	0.0316996	0.0238415	0.0373635	0.00589762	0.0329659	0.00433833	0.0258786	0.00772677	0.053509	0.0253443	0.00412029	0.1171154	1.882885	0.298004	1.701996	0.915609	0.957913	0.986675	1.01351	1.04394	1.09217	0.0637501	5.71132	0.06219997	0.00373714	0.00885411	0.0133097	0.00640861	0.117037	0.0139527	0.00945551	0.00908814	0.0337507	0.0128288	0.0131242	0.0214138	0.0227681	0.0830727	0.0217478	0.0241691	0.00648859	0.0701294	0.0412369	0.0203308	0.00960699	0.038011	0.0112923	0.00745403	0.00962447	0.0849167	0.0359028	0.0270028	0.0423177	0.00667963	0.037337	0.00491358	0.02931	0.00875132	0.0606042	0.0287049	0.00466663	0.742068	0.257932	0.7420678	0.8829267
2268	-264.2179	-310.9506	46.73267	0.00902869	0.0031236	0.0255069	0.0169961	0.0869549	0.0187296	0.00591971	0.0134375	0.00517632	0.0030198	0.00703526	0.0499684	0.00671761	0.0428788	0.0119378	0.0559554	0.00273996	0.0650709	0.0338792	0.00972801	0.00789286	0.0119372	0.0546696	0.00174391	0.00401627	0.0790987	0.0376735	0.0107944	0.023613	0.00779713	0.0334773	0.0297447	0.0115338	0.0145398	0.0321134	0.0237495	0.00470778	0.2353171	1.764683	1.082022	0.9179776	0.874839	0.936867	0.97986	1.02055	1.06739	1.14307	0.09668583	0.8483905	0.1333481	0.0104631	0.00361986	0.0295593	0.0196963	0.10077	0.0217052	0.00686019	0.0155723	0.0059987	0.00349956	0.00815297	0.057907	0.00778486	0.0496911	0.0138344	0.0648452	0.00317526	0.0754089	0.0392617	0.0112735	0.00914683	0.0138337	0.0633551	0.00202097	0.00465435	0.0916654	0.0436588	0.0125094	0.0273645	0.00903588	0.038796	0.0344703	0.0133662	0.0168498	0.0372154	0.0275227	0.00545572	0.546239	0.453761	0.5462389	0.8629072
2304	-262.1991	-307.7594	45.5603	0.00878993	0.00473085	0.0147162	0.0116324	0.0512631	0.00599064	0.000107006	0.00638082	0.0105846	0.00756449	0.0194848	0.014717	0.00952917	0.0231079	0.0456125	0.0372702	0.000563462	0.0233452	0.0331372	0.00833977	0.0212703	0.0138799	0.0265105	0.00588143	0.00134443	0.0773116	0.0245223	0.0109745	0.0131563	0.000270525	0.0361393	0.0265875	0.0446855	0.0216641	0.0558126	0.0113822	0.0026435	0.2802434	1.719757	0.8543241	1.145676	0.332002	0.584062	0.845551	1.18266	1.71215	3.01203	0.7972654	1.341032	0.1629553	0.0120261	0.00647261	0.0201342	0.0159151	0.0701366	0.00819621	0.000146402	0.00873005	0.0144815	0.0103495	0.0266584	0.0201353	0.0130375	0.0316156	0.0624057	0.050992	0.000770912	0.0319402	0.0453373	0.0114102	0.0291013	0.01899	0.0362709	0.00804679	0.0018394	0.105775	0.0335506	0.015015	0.018	0.000370124	0.0494447	0.0363762	0.0611374	0.0296402	0.0763611	0.0155728	0.00361675	0.580454	0.419546	0.5804535	0.7309036
2340	-276.4213	-320.8385	44.41724	0.00909664	0.050919	0.0407435	0.00736596	0.0154839	0.0254928	0.00709403	0.0112121	0.0015372	0.00870076	0.0166302	0.014113	0.00597317	0.0108556	0.0237773	0.026777	0.000669128	0.0275593	0.0402158	0.0178583	0.00858569	0.00874454	0.0198284	0.000510645	0.037658	0.0164102	0.00760477	0.0370008	0.00879298	0.0102343	0.00571393	0.042136	0.00790621	0.0115287	0.0277497	0.00181098	0.0309217	0.1675108	1.832489	0.3134558	1.686544	0.48142	0.70011	0.894735	1.11765	1.42835	2.07719	0.5285748	5.380486	0.09141162	0.0140987	0.0789183	0.0631474	0.0114163	0.0239981	0.0395108	0.0109949	0.0173774	0.00238247	0.0134851	0.0257748	0.0218734	0.00925768	0.0168248	0.036852	0.041501	0.00103707	0.0427136	0.0623296	0.0276781	0.0133068	0.013553	0.0307315	0.000791437	0.0583653	0.0254337	0.0117865	0.0573468	0.013628	0.0158619	0.00885589	0.0653056	0.0122537	0.0178681	0.0430087	0.0028068	0.0479249	0.736694	0.263306	0.7366939	0.6452121
2376	-275.2406	-322.175	46.93445	0.025287	0.0208824	0.0562337	0.000321723	0.0486166	0.0228606	0.0465074	0.0285716	0.0144691	0.0433239	0.0476422	0.0123718	0.001612	0.0343988	0.0487257	0.042708	0.000468212	0.0101115	0.0176845	0.011866	0.00778555	0.0145969	0.0124721	0.0391338	0.0233764	0.0143946	0.00411978	0.0628133	0.00192561	0.0323667	0.00812048	0.114237	0.0116211	0.0329454	0.0206073	0.0100026	0.0309417	0.1709645	1.829035	1.236171	0.7638292	0.713848	0.848405	0.950004	1.05263	1.17868	1.40086	0.2437355	0.6178995	0.0934725	0.0259056	0.0213932	0.0576092	0.000329593	0.0498058	0.0234198	0.047645	0.0292705	0.0148231	0.0443836	0.0488076	0.0126744	0.00165143	0.0352402	0.0499176	0.0437526	0.000479665	0.0103588	0.0181171	0.0121563	0.007976	0.0149539	0.0127772	0.040091	0.0239482	0.0147468	0.00422056	0.0643497	0.00197271	0.0331584	0.00831911	0.117031	0.0119053	0.0337512	0.0211114	0.0102473	0.0316986	0.357202	0.642798	0.3572025	0.976123
2412	-274.6958	-318.6467	43.9509	0.00194039	0.018293	0.054339	0.00161474	0.0925088	0.005113	0.0291871	0.000765644	0.0238922	0.0166207	0.0236161	0.0155387	0.0123735	0.0498704	0.0209675	0.027605	0.000347398	0.0225889	0.0088038	0.0174845	0.0695827	0.0919289	0.0108881	0.0316748	0.0251539	0.0874843	0.0110154	0.00427027	0.0198816	0.0015561	0.00344531	0.0557568	0.0487962	0.000858272	0.00792234	0.0131217	0.00546874	0.5315255	1.468475	0.4420167	1.557983	0.449865	0.677341	0.885554	1.12924	1.47636	2.22289	0.5775932	3.524716	0.3619576	0.00208135	0.0196219	0.0582864	0.00173204	0.099229	0.00548443	0.0313074	0.000821263	0.0256278	0.0178281	0.0253317	0.0166675	0.0132723	0.0534932	0.0224907	0.0296103	0.000372634	0.0242298	0.00944334	0.0187547	0.0746374	0.098607	0.011679	0.0339758	0.0269812	0.0938395	0.0118156	0.00458048	0.0213259	0.00166915	0.00369559	0.0598072	0.052341	0.000920621	0.00849785	0.0140749	0.00586602	0.843255	0.156745	0.843255	0.9322758
2448	-277.6644	-323.8246	46.16025	0.0153184	0.00402564	0.0385689	0.00148732	0.120546	0.0195966	0.00520369	0.00158434	0.00609534	0.0438802	0.0816957	0.0302595	0.00537237	0.0395451	0.0335799	0.0544456	0.00806764	0.0719561	0.0447219	0.0227465	0.000411374	0.0026672	0.000889483	0.0762714	0.00228933	0.0425434	0.0257276	0.027006	0.0186595	0.0316726	0.000986344	0.0983742	0.0217458	0.0340838	0.00262296	0.0465444	0.0431853	0.1727448	1.827255	0.9890512	1.010949	0.588164	0.77194	0.922419	1.08411	1.29544	1.70021	0.3837686	1.02214	0.09453784	0.0136239	0.00358033	0.0343025	0.00132279	0.107211	0.0174289	0.00462806	0.00140908	0.00542108	0.0390262	0.0726586	0.0269122	0.00477808	0.0351706	0.0298653	0.0484229	0.0071752	0.0639964	0.0397748	0.0202303	0.000365868	0.00237215	0.000791089	0.0678344	0.00203608	0.0378373	0.0228816	0.0240187	0.0165954	0.028169	0.000877236	0.0874922	0.0193403	0.0303135	0.00233281	0.0413957	0.0384082	0.31418	0.68582	0.3141801	1.124378
2484	-277.0512	-323.2804	46.22915	0.00193727	0.00129646	0.0241114	0.00343837	0.0132244	0.00726966	0.00196134	0.00447342	0.00407788	0.0117903	0.00684301	0.0054197	0.0119578	0.0149185	0.0174509	0.0185676	0.00565405	0.0098956	0.018999	0.0184411	0.0178302	0.0303768	0.000237396	0.02666	0.00450236	0.00824499	0.00936804	0.000928983	0.0117188	0.0025524	0.00926754	0.0220935	0.00759046	0.00023881	0.00395341	0.00648556	0.00219779	0.5632552	1.436745	1.431769	0.5682309	0.373501	0.618594	0.86084	1.16166	1.61657	2.67737	0.7121037	0.3968733	0.3920357	0.00529346	0.00354248	0.0658827	0.0093951	0.0361347	0.0198638	0.00535923	0.0122233	0.0111425	0.0322163	0.018698	0.0148089	0.0326739	0.0407636	0.0476834	0.0507346	0.0154493	0.027039	0.0519133	0.0503891	0.0487197	0.0830024	0.000648668	0.0728466	0.0123024	0.0225289	0.0255975	0.00253838	0.0320208	0.00697424	0.0253229	0.0603689	0.0207404	0.000652532	0.0108024	0.0177213	0.00600529	0.206967	0.793033	0.2069674	0.3659748
2520	-269.7633	-314.9556	45.19234	0.030345	0.000974981	0.0421995	0.00548504	0.0925934	0.00675609	0.00205738	0.00185096	0.00521252	0.0108712	0.0481319	0.0141696	0.0198812	0.0195948	0.0471324	0.0297128	0.00286291	0.0427764	0.0153277	0.0315297	0.00274322	0.00563228	0.00894266	0.026508	0.0192882	0.0500021	0.0429694	0.0194815	0.000376067	0.0421592	0.00547335	0.052335	0.0120277	0.0161323	0.00139228	0.0605435	0.0159201	0.2204402	1.77956	0.4338204	1.56618	0.957099	0.978842	0.993351	1.00669	1.02162	1.04482	0.03170521	3.610203	0.1238734	0.0356416	0.00114516	0.0495653	0.00644244	0.108755	0.00793535	0.00241648	0.00217403	0.00612235	0.0127688	0.0565332	0.0166429	0.0233514	0.023015	0.0553592	0.0348991	0.00336262	0.0502429	0.0180031	0.0370331	0.00322204	0.00661537	0.0105036	0.0311349	0.0226549	0.0587298	0.0504696	0.0228819	0.000441709	0.049518	0.00642871	0.0614699	0.0141271	0.0189481	0.0016353	0.0711112	0.0186989	0.723244	0.276756	0.7232436	0.8513925
2556	-264.1055	-309.2984	45.19292	0.00945499	0.015059	0.0382141	0.00694938	0.072019	0.00725279	0.000173614	0.0197248	0.0037575	0.000857083	0.0260414	0.0229165	0.0467671	0.0364819	0.0217838	0.0522406	0.00622358	0.0392973	0.0707372	0.0392555	0.0246973	0.00379306	0.027206	0.0612864	0.0128522	0.0388083	0.0255281	0.0154908	0.000442137	0.0154614	0.010413	0.0498105	0.0186799	0.0260893	0.00131288	0.0396539	0.0493026	0.3021062	1.697894	0.537283	1.462717	0.857475	0.927752	0.976876	1.02367	1.07787	1.16622	0.1111817	2.722433	0.1779299	0.0098898	0.0157515	0.0399715	0.00726897	0.075331	0.00758632	0.000181598	0.0206318	0.00393029	0.000896498	0.027239	0.0239704	0.0489178	0.0381596	0.0227856	0.054643	0.00650978	0.0411044	0.0739902	0.0410607	0.025833	0.00396749	0.0284571	0.0641048	0.0134432	0.0405929	0.0267021	0.0162032	0.00046247	0.0161725	0.0108918	0.0521011	0.0195389	0.0272891	0.00137326	0.0414774	0.0515699	0.715518	0.284482	0.7155176	0.9560347
2592	-263.2511	-308.2751	45.02405	0.00497385	0.00118341	0.0344867	0.0182201	0.0718697	0.00801004	0.00222804	0.0127146	0.0182724	0.00193121	0.0132979	0.0182334	0.0148718	0.044691	0.00646749	0.0289979	0.00342481	0.0134454	0.0327156	0.0169766	0.00439369	3.51585e-06	0.0109626	0.0295606	0.0166274	0.018161	0.0141613	0.00361272	0.00149849	0.0193955	0.0128059	0.0883705	0.0139621	0.0182423	0.000112032	0.0327855	0.0230698	0.2147124	1.785288	0.5908703	1.40913	0.303997	0.559493	0.834289	1.19863	1.78733	3.2895	0.8609843	2.384838	0.1202677	0.00737153	0.00175389	0.0511113	0.0270033	0.106515	0.0118713	0.00330208	0.0188438	0.0270808	0.00286216	0.0197082	0.027023	0.0220408	0.0662347	0.0095852	0.0429765	0.00507578	0.0199268	0.0484864	0.0251604	0.00651171	5.21069e-06	0.0162473	0.0438105	0.0246429	0.0269157	0.0209878	0.00535427	0.00222085	0.0287453	0.0189792	0.13097	0.0206926	0.0270362	0.000166037	0.0485901	0.0341908	0.677922	0.322078	0.6779221	0.6747369
2628	-267.6575	-313.5043	45.84678	0.0115305	0.00324589	0.0505258	0.0256025	0.0702232	0.00205945	0.000830638	0.00864464	0.00970736	0.0103437	0.0131449	0.0499263	0.0226495	0.0373672	0.0335784	0.048326	0.00837983	0.0129744	0.0601908	0.0262585	0.0170847	4.02032e-06	0.0142236	0.0389445	0.00781834	0.031837	0.0307941	0.0141526	0.00894074	0.0401602	0.00422899	0.070895	0.00312442	0.0423378	0.00376174	0.0211393	0.0367719	0.4547535	1.545246	1.072312	0.9276885	0.523629	0.729402	0.906251	1.10345	1.37099	1.90975	0.4678051	0.8651296	0.2942919	0.0129305	0.00364	0.0566605	0.0287111	0.0787496	0.0023095	0.000931492	0.00969426	0.010886	0.0115996	0.014741	0.0559882	0.0253995	0.0419043	0.0376554	0.0541936	0.00939729	0.0145497	0.067499	0.0294467	0.0191591	4.50846e-06	0.0159506	0.043673	0.00876762	0.0357025	0.034533	0.015871	0.0100263	0.0450364	0.00474246	0.0795029	0.00350378	0.0474784	0.00421848	0.023706	0.0412367	0.519	0.481	0.5189996	0.8917283
2664	-266.4624	-312.8669	46.40445	0.0141663	0.00626221	0.0559437	0.0055712	0.0498968	0.00377311	0.00362972	0.00510676	0.00981806	0.000105355	0.0243398	0.0236107	0.0152622	0.0163868	0.0491121	0.0233554	0.00645843	0.0190043	0.049296	0.00359691	0.0334856	0.134335	0.00446034	0.0509949	0.0102674	0.0409466	0.0108495	0.0382439	0.0338839	0.0120949	0.014294	0.0481265	0.0400276	0.0121863	0.0221562	0.0391277	0.0236021	0.1255117	1.874488	0.9077042	1.092296	0.683232	0.830459	0.943689	1.05967	1.20415	1.46363	0.2754323	1.203361	0.06695782	0.0148528	0.00656569	0.0586548	0.00584119	0.0523149	0.00395596	0.00380562	0.00535425	0.0102939	0.00011046	0.0255193	0.0247549	0.0160018	0.0171809	0.0514921	0.0244872	0.00677142	0.0199253	0.051685	0.00377122	0.0351084	0.140845	0.00467649	0.0534662	0.0107649	0.0429309	0.0113753	0.0400972	0.0355259	0.0126811	0.0149867	0.0504588	0.0419674	0.0127769	0.02323	0.0410239	0.0247459	0.512866	0.487134	0.5128664	0.953778
2700	-265.9262	-311.9973	46.0711	0.00718639	0.00127649	0.019549	0.0216704	0.0334049	0.00966244	0.00352302	0.00697318	0.00408291	0.000317917	0.0131535	0.0185934	0.00531825	0.0202397	0.0174047	0.019725	0.00456816	0.0232716	0.0349293	0.0218383	0.024819	0.0650682	0.00502995	0.0200009	0.00485346	0.0157045	0.0108361	0.024985	0.01335	0.00143194	0.011515	0.0154435	0.0309766	0.00867089	0.0150848	0.0222301	0.0028323	0.2656511	1.734349	0.9225977	1.077402	0.476118	0.696339	0.893229	1.11953	1.43608	2.10032	0.5365815	1.167792	0.1531705	0.0124006	0.00220267	0.033733	0.0373937	0.0576422	0.0166732	0.00607919	0.0120327	0.00704532	0.000548586	0.0226972	0.0320841	0.00917698	0.034925	0.0300329	0.0340368	0.00788266	0.0401566	0.0602727	0.0376834	0.0428268	0.112279	0.0086795	0.0345128	0.00837495	0.0270992	0.0186983	0.0431132	0.0230364	0.00247091	0.0198698	0.0266487	0.0534521	0.0149622	0.0260298	0.0383595	0.00488732	0.5529	0.4471	0.5528998	0.5795206
2736	-274.7704	-319.7929	45.02255	0.00930305	0.00977362	0.0325881	0.0168687	0.0774368	0.0258927	0.0127969	0.0150538	0.0466091	0.00827948	0.000795142	0.0247909	0.000874996	0.0139484	0.0140172	0.0696609	0.00295202	0.0143417	0.0353656	0.0140516	0.0255136	0.00864949	0.0168649	0.0369673	0.0504236	0.0167714	0.0389577	0.0993939	0.0111075	0.0426045	0.0200243	0.118376	0.0405153	0.0283666	0.00390286	0.0111778	0.0160433	0.3064933	1.693507	0.6825536	1.317446	0.428611	0.66154	0.879057	1.13758	1.51162	2.33312	0.6125884	1.930173	0.1809814	0.0090228	0.00947919	0.0316064	0.0163606	0.075104	0.0251127	0.0124114	0.0146003	0.045205	0.00803006	0.000771188	0.0240441	0.000848637	0.0135282	0.013595	0.0675624	0.00286309	0.0139096	0.0343003	0.0136283	0.024745	0.00838893	0.0163568	0.0358537	0.0489046	0.0162662	0.0377841	0.0963997	0.0107729	0.041321	0.019421	0.11481	0.0392948	0.027512	0.00378529	0.0108411	0.01556	0.536802	0.463198	0.5368016	1.03106
2772	-265.7052	-309.993	44.28783	0.0302765	0.0136753	0.0589309	0.011937	0.0694061	0.00233016	0.0132081	0.00681626	0.0181242	0.00131787	0.0517308	0.00834234	0.0133893	0.0797489	0.021747	0.0460292	0.00564124	0.019648	0.0606175	0.016406	0.0432014	0.00127154	0.0430581	0.0607609	0.046733	0.0329695	0.0382664	0.0344309	0.0136831	0.0735564	0.0247536	0.117807	0.026939	0.0153194	0.00138784	0.00134815	0.0282651	0.3222507	1.677749	0.358849	1.641151	0.891386	0.945468	0.982658	1.01765	1.05768	1.12185	0.08313657	4.573375	0.1920732	0.0262572	0.0118599	0.0511076	0.0103523	0.0601923	0.00202082	0.0114547	0.00591138	0.0157182	0.00114292	0.0448633	0.00723487	0.0116118	0.069162	0.01886	0.0399187	0.00489235	0.0170397	0.0525704	0.014228	0.0374662	0.00110274	0.037342	0.0526947	0.0405291	0.0285927	0.0331864	0.0298601	0.0118666	0.0637916	0.0214675	0.102168	0.0233628	0.0132857	0.0012036	0.00116918	0.0245128	0.832555	0.167445	0.8325546	1.153074
2808	-267.8759	-314.5969	46.72099	0.0361846	0.00147989	0.0419884	0.000670461	0.079518	0.0332475	0.00687049	0.00792913	0.0232099	0.0205136	0.00434915	0.0574923	0.00126234	0.0189488	0.018196	0.0424439	0.00178269	0.0191163	0.0420436	0.0416062	0.054891	0.0138374	0.0314312	0.0029002	0.0378774	0.0455991	0.0281004	0.00945533	0.0541114	0.0300398	0.0891445	0.021116	0.0465561	0.0199042	0.017953	0.025411	0.000247902	0.1206405	1.879359	1.034072	0.9659284	0.805477	0.899874	0.967622	1.03346	1.11127	1.2415	0.156415	0.9341021	0.06419235	0.0352186	0.00144038	0.0408674	0.000652561	0.0773951	0.0323599	0.00668707	0.00771745	0.0225903	0.0199659	0.00423304	0.0559574	0.00122864	0.0184429	0.0177103	0.0413108	0.0017351	0.018606	0.0409212	0.0404954	0.0534256	0.013468	0.030592	0.00282277	0.0368662	0.0443818	0.0273502	0.0092029	0.0526668	0.0292378	0.0867646	0.0205523	0.0453132	0.0193728	0.0174737	0.0247326	0.000241283	0.416876	0.583124	0.4168756	1.027429
2844	-272.045	-318.1412	46.09621	0.0600733	0.0027587	0.0490033	0.00568008	0.0907759	0.0446085	0.00477944	0.016138	0.0282079	0.0145103	0.0156785	0.0129038	0.00920285	0.100073	0.00170588	0.0661015	0.0158222	0.0351811	0.0479486	0.0059185	0.0308819	0.0210997	0.0168042	0.00598932	0.0574086	0.0986128	0.00956016	0.0100854	0.0396162	0.0368149	0.0901556	0.0286782	0.00545162	0.082557	0.00430378	0.00968515	0.000531176	0.4082321	1.591768	1.163654	0.8363462	0.763759	0.876834	0.959823	1.04186	1.14047	1.30931	0.1948694	0.7187243	0.2564646	0.0511129	0.00234722	0.041694	0.00483285	0.0772359	0.0379548	0.00406655	0.0137309	0.0240004	0.012346	0.0133399	0.0109791	0.00783017	0.085146	0.00145143	0.0562419	0.0134622	0.0299336	0.0407967	0.00503571	0.0262757	0.0179525	0.0142977	0.00509596	0.0488456	0.0839039	0.00813418	0.00858108	0.0337071	0.0313237	0.0767082	0.0244006	0.00463847	0.0702429	0.00366184	0.00824053	0.000451947	0.451382	0.548618	0.4513824	1.175307
2880	-269.3645	-315.3302	45.9657	0.00740709	0.00252451	0.0231388	0.0225249	0.0566041	0.0323109	0.0043316	0.0117336	0.00995305	0.00532831	0.0261192	0.0302205	0.00127226	0.0696599	0.0279817	0.0462573	0.0237973	0.0639899	0.0269947	0.0124089	0.021472	0.00863076	0.0254472	0.00895075	0.0398239	0.0609685	0.0255773	0.00350884	0.0163717	0.0264394	0.17148	0.0446219	0.012662	0.0592874	0.0255404	0.0490073	0.002287	0.2490375	1.750962	0.904097	1.095903	0.723127	0.853765	0.951873	1.05056	1.17128	1.38288	0.2343979	1.212152	0.1422289	0.00669335	0.00228125	0.0209091	0.0203544	0.0511498	0.0291974	0.00391421	0.0106029	0.00899398	0.00481487	0.0236023	0.0273085	0.00114967	0.0629475	0.0252854	0.0417999	0.0215042	0.0578239	0.0243935	0.0112132	0.019403	0.0077991	0.0229951	0.00808826	0.0359865	0.0550936	0.0231127	0.00317073	0.0147942	0.0238917	0.154956	0.0403221	0.0114419	0.0535745	0.0230794	0.044285	0.00206663	0.410139	0.589861	0.4101388	1.106635
