Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-248.4136	-416.8179	168.4043	0.9722986	2.821142	0.8244593	1.590834
6	-262.1253	-431.18	169.0547	1.102445	1.853437	0.847154	1.564825
12	-268.8731	-438.8382	169.9651	0.9246442	1.679539	0.7773732	1.161457
18	-251.955	-421.3664	169.4115	1.067878	1.303988	1.423042	1.261257
24	-246.9692	-417.3199	170.3507	0.8404109	1.276173	1.008103	1.019569
30	-242.7757	-413.4639	170.6883	0.5555241	1.118292	0.885155	1.199423
36	-240.5591	-410.8086	170.2495	1.011756	1.389028	0.7083637	1.133011
42	-253.2376	-422.1941	168.9565	0.8156526	2.528643	0.5799884	1.637595
48	-250.8415	-419.986	169.1445	1.830218	1.56492	0.711739	1.270773
54	-244.1979	-414.1092	169.9113	1.029447	1.009919	0.5199039	1.807321
60	-260.7914	-430.0593	169.2679	0.8121205	2.049044	0.4144529	1.807321
66	-251.126	-421.3726	170.2465	0.6828466	0.8844649	1.30255	1.324746
72	-245.1021	-414.6794	169.5773	1.057234	1.581335	0.8504224	1.385731
78	-235.9058	-405.0685	169.1627	1.45964	1.581335	1.00079	1.283103
84	-241.5896	-411.2304	169.6409	1.616603	1.093576	0.8506454	1.279696
90	-244.004	-412.8191	168.8151	2.321244	1.323736	0.9244852	1.216801
96	-232.7496	-400.199	167.4494	2.278224	2.877198	1.263591	1.002781
102	-245.7023	-413.1819	167.4796	2.589288	2.106201	1.810674	0.7333446
108	-236.3165	-406.1966	169.8801	1.601554	1.207267	1.040213	0.7460965
114	-240.1929	-410.1792	169.9863	1.281707	1.130695	1.052884	1.043906
120	-246.2865	-416.0445	169.758	1.098753	1.130695	0.9466671	1.47378
126	-253.8649	-423.521	169.6561	0.804289	1.565743	0.9921413	1.420791
132	-247.5633	-416.984	169.4207	1.622228	1.162045	0.9167509	1.345044
138	-245.619	-415.8914	170.2724	0.7012715	1.215048	1.255239	1.04302
144	-253.2144	-423.6744	170.46	0.407944	1.404141	1.111082	1.019717
150	-248.7385	-419.0756	170.3371	0.5510723	1.169232	1.332623	1.07108
156	-239.0172	-409.5043	170.4871	0.5610806	1.036227	1.254868	1.119479
162	-240.4718	-410.6557	170.1839	0.4965864	1.734449	1.067891	0.9943278
168	-246.355	-416.4374	170.0824	0.9360825	1.389601	1.001778	1.086387
174	-243.1619	-412.9281	169.7663	0.9642858	1.531043	0.6633199	1.491238
180	-227.8739	-397.8998	170.0259	0.6259621	1.531043	0.7267085	1.491238
186	-235.7962	-404.8361	169.04	1.558867	1.481882	1.165779	1.248022
192	-236.5975	-406.0082	169.4107	1.37899	1.255157	0.9829605	1.407915
198	-243.8111	-413.3395	169.5284	2.240757	1.090301	0.5977423	1.136222
204	-239.0654	-409.746	170.6806	0.7653322	1.388451	0.5556626	1.101902
210	-234.0022	-403.2627	169.2606	1.325748	1.098602	0.68893	1.876588
216	-232.9874	-402.3671	169.3797	0.7658214	1.677391	0.7828392	1.729461
222	-239.4469	-409.4454	169.9985	1.720629	0.6615277	0.7367489	1.346929
228	-250.8726	-420.5225	169.6499	0.8346798	1.565154	0.5849434	1.703734
234	-243.0887	-412.654	169.5654	1.134399	1.208313	0.7122264	1.703734
240	-241.2988	-411.5064	170.2076	0.827462	1.208313	0.9621653	1.25926
246	-244.6203	-413.8475	169.2272	1.779126	1.194696	1.404245	0.9230628
252	-265.357	-435.4451	170.0881	1.518128	1.132228	0.7129566	1.054422
258	-252.9014	-422.4745	169.573	0.5409348	1.637191	0.9868572	1.610672
264	-241.5134	-411.9464	170.433	0.8254277	1.093464	1.117642	1.022592
270	-240.4448	-410.0496	169.6047	1.039671	1.176778	1.65016	1.022592
276	-239.3872	-408.938	169.5507	1.099237	1.719741	1.393622	0.7071457
282	-245.5872	-415.3171	169.7299	1.571707	1.151675	0.8140945	1.222236
288	-245.5583	-416.4804	170.9222	0.9521557	0.9015006	0.7267155	0.9906265
294	-249.5495	-419.3953	169.8458	1.330973	1.085583	1.048532	1.173322
300	-246.6798	-415.765	169.0852	1.330973	1.604434	0.9681167	1.45024
306	-244.2211	-412.8966	168.6755	1.59859	1.815302	0.7023115	1.623504
312	-230.1818	-400.3644	170.1826	0.9831692	1.199435	0.7023115	1.371359
318	-240.7046	-409.5282	168.8236	1.272949	1.819414	0.7923876	1.67153
324	-242.2159	-412.6609	170.445	1.176457	1.112091	0.5006809	1.236014
330	-239.8523	-409.2156	169.3633	0.8930503	2.231319	0.721384	1.342709
336	-245.8552	-414.7166	168.8615	0.8426926	2.231319	0.905961	1.62018
