Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-2057.069	-2225.635	168.5662	0.101931	0.8384454	1.072482	1.131252	2.309693
6	-2062.933	-2230.89	167.9567	0.07480637	1.158754	1.231793	1.049313	2.462718
12	-2059.511	-2227.358	167.8475	0.02194587	1.177279	1.184298	0.6936998	2.799935
18	-2058.34	-2226.684	168.3441	0.05086281	1.037577	1.009987	1.10222	2.415258
24	-2055.157	-2223.757	168.5996	0.003206868	0.9948473	0.9096071	1.086009	2.384485
30	-2060.073	-2228.364	168.2911	0.03664479	1.262485	1.113595	0.9947444	2.319252
36	-2057.301	-2225.768	168.4674	0.04259241	0.804304	1.225409	0.9947444	2.421637
42	-2059.023	-2227.555	168.5318	0.3272899	0.9488335	1.05051	1.085307	2.159842
48	-2057.133	-2225.395	168.262	0.2908818	1.224961	1.056691	1.176219	2.117108
54	-2072.993	-2241.346	168.3527	0.3102609	0.8608998	1.056691	1.151706	2.295869
60	-2063.092	-2231.424	168.3325	0.1377437	1.262881	1.039376	0.9625138	2.295869
66	-2070.808	-2238.534	167.7259	0.4662181	1.151572	1.023097	0.8513581	2.619363
72	-2055.84	-2223.984	168.144	0.2041353	0.9012181	1.26285	1.117695	2.36268
78	-2063.283	-2231.121	167.8378	0.209844	1.340152	1.28403	1.088418	2.282947
84	-2062.827	-2231.499	168.6713	0.209844	0.9744985	0.9653507	1.048017	2.208329
90	-2065.24	-2232.891	167.6514	0.5120763	0.8803982	1.356373	1.048017	2.478837
96	-2054.719	-2222.977	168.2581	0.2716199	1.088896	0.885995	0.8447063	2.537552
102	-2059.629	-2228.072	168.4431	0.2988143	1.157486	0.885995	1.063467	2.221464
108	-2050.721	-2219.306	168.5847	0.3100039	1.107352	0.7711761	1.005777	2.2646
114	-2048.296	-2216.589	168.2931	0.2536197	1.035688	1.222524	0.9781137	2.2646
120	-2059.367	-2227.828	168.4613	0.1022318	0.9738713	1.05975	1.010895	2.37525
126	-2060.906	-2229.359	168.4534	0.1195393	0.9283638	1.05975	1.010895	2.398006
132	-2071.789	-2240.454	168.665	0.1693583	1.08668	1.05975	0.9926383	2.140566
138	-2068.017	-2236.255	168.238	0.1859726	1.078645	1.118418	0.9315832	2.410454
144	-2073.787	-2241.994	168.206	0.2120185	1.202152	0.9065969	1.070004	2.382941
150	-2076.29	-2245.178	168.8887	0.4163313	0.9775806	0.8332833	1.070004	1.999782
156	-2062.012	-2230.677	168.6651	0.2129691	1.052478	0.8332833	0.9609488	2.300351
162	-2053.221	-2221.593	168.372	0.3206885	0.9263011	1.08107	0.9820528	2.328213
168	-2053.525	-2222.339	168.8138	0.1001223	1.035775	0.933064	1.064647	2.157413
174	-2069.338	-2237.917	168.5789	0.2350107	1.158739	0.8023487	1.195058	2.141979
180	-2074.854	-2243.868	169.0143	0.1098161	1.006405	0.9435366	1.291778	1.879221
186	-2083.058	-2251.581	168.5236	0.4588018	0.8263586	0.9435366	1.014539	2.273365
192	-2076.703	-2244.984	168.2811	0.3424699	1.184386	1.123357	1.00737	2.163892
198	-2071.185	-2239.827	168.6414	0.21011	1.364578	0.9095797	1.171188	1.929586
204	-2054.316	-2223.052	168.7361	0.06425698	1.195602	0.9095797	1.072474	2.138092
210	-2052.237	-2220.729	168.4921	0.3399789	0.9955534	1.045501	1.027341	2.187975
216	-2049.348	-2217.869	168.5211	0.1420383	0.9582813	1.30133	0.9809029	2.187975
222	-2058.199	-2226.515	168.3152	0.07868879	0.9582813	0.8631576	1.057676	2.584764
228	-2053.297	-2222.253	168.9558	0.04217574	0.9582813	0.8631576	1.073048	2.192794
234	-2066.186	-2234.654	168.4679	0.2118874	1.031337	0.9124406	1.016995	2.354505
240	-2074.86	-2243.36	168.5007	0.05736081	1.189526	0.8535199	0.9205104	2.429969
246	-2064.981	-2232.824	167.8435	0.3793986	1.189526	1.030171	0.9824829	2.490933
252	-2054.123	-2222.712	168.5897	0.08190741	0.9734713	1.030171	1.009857	2.326319
258	-2057.375	-2225.401	168.0263	0.2922038	1.22125	1.323405	1.138279	2.125718
264	-2056.177	-2224.405	168.2275	0.3859132	0.9915841	1.112247	0.9736776	2.322704
270	-2059.527	-2227.603	168.0755	0.168754	1.033038	1.104303	1.004854	2.514622
276	-2058.053	-2226.198	168.144	0.3431803	1.192489	0.9380312	1.004854	2.366582
282	-2051.639	-2220.106	168.4666	0.3247083	0.8526189	0.9326917	0.9755126	2.410139
288	-2049.421	-2217.843	168.4219	0.141092	1.006324	1.071573	0.9755126	2.369965
294	-2050.296	-2217.995	167.6995	0.2761647	0.9996881	1.286123	1.019742	2.581743
300	-2050.625	-2219.305	168.6797	0.2632336	0.9899245	1.132727	1.044453	2.051007
306	-2046.706	-2214.922	168.2161	0.1081909	0.9785508	1.163171	0.9604439	2.489911
312	-2051.386	-2219.373	167.9868	0.2306656	0.9493773	1.226882	1.058664	2.474219
318	-2062.241	-2230.362	168.1205	0.2644906	1.078728	0.8819676	0.974758	2.555485
324	-2058.23	-2226.635	168.4054	0.2644906	0.8912834	0.938825	1.057629	2.406901
330	-2059.638	-2227.901	168.2625	0.01094147	1.096371	1.099915	1.088496	2.406901
336	-2050.334	-2218.553	168.2197	0.08980702	1.24354	1.148239	1.042376	2.290346
342	-2065.022	-2233.388	168.3661	0.1681867	0.8593947	1.127554	0.9306087	2.473451
348	-2060.122	-2228.42	168.2977	0.205992	1.170591	0.9113346	0.9306087	2.433511
354	-2061.526	-2230.017	168.491	0.1829291	0.9483825	0.9113346	0.9819548	2.433511
360	-2058.521	-2226.924	168.4034	0.2345171	0.8542064	0.9113346	1.111482	2.433511
366	-2054.936	-2223.44	168.5043	0.1088638	0.8542064	0.9113346	1.096932	2.458245
372	-2049.185	-2217.611	168.4267	0.2858819	1.163546	0.9294706	1.142944	2.157098
378	-2052.678	-2220.855	168.1771	0.2437477	1.487807	1.17585	1.130242	1.989423
384	-2054.007	-2222.232	168.2258	0.3790469	1.226732	0.9932262	0.9569519	2.265482
390	-2052.094	-2220.453	168.3582	0.1280758	0.9741961	1.034462	0.9569519	2.473619
396	-2050.605	-2218.662	168.0565	0.2734953	0.9409234	1.069686	0.8244621	2.651799
402	-2045.972	-2214.053	168.0806	0.3969654	1.077148	0.9829814	0.7959198	2.547477
408	-2052.596	-2220.249	167.6536	0.4124809	1.198113	1.386986	1.085886	2.297856
414	-2071.897	-2240.433	168.5354	0.228855	0.9082219	1.162122	0.955562	2.259409
420	-2066.704	-2236.03	169.3261	0.0346975	0.8135734	0.7886912	0.9776369	2.159553
426	-2055.932	-2224.485	168.5533	0.1022385	1.067226	1.064235	1.103666	2.194333
432	-2052.128	-2220.551	168.4225	0.4751988	1.014121	1.167741	1.045279	2.041399
438	-2045.832	-2214.269	168.4371	0.3983356	1.130701	0.9906481	1.120457	2.072667
444	-2053.025	-2221.618	168.5922	0.4489394	0.9261837	1.016039	1.23735	1.977151
450	-2053.69	-2222.816	169.1266	0.05714196	0.857047	0.9568179	1.23735	1.967254
456	-2044.846	-2213.436	168.5894	0.03204155	0.8286587	1.110711	1.075803	2.356544
462	-2058.087	-2226.435	168.3482	0.2831924	0.8972417	1.066258	1.184368	2.265988
468	-2056.993	-2225.428	168.4348	0.1455811	1.053825	1.066258	1.020223	2.303648
474	-2059.73	-2227.692	167.9618	0.5317112	0.8563201	1.066258	1.100717	2.432473
480	-2052.847	-2220.946	168.0992	0.1618499	1.189201	1.038785	1.133977	2.366344
486	-2054.396	-2222.757	168.3607	0.3616779	0.8645609	1.101221	0.9335722	2.366344
492	-2056.309	-2224.745	168.436	0.3616779	0.9422414	0.8609269	0.904772	2.439531
498	-2040.517	-2208.582	168.0648	0.06768715	1.275476	1.158407	0.904772	2.463457
