Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-1882.388	-2053.062	170.6743	1.138731	2.139383
6	-1884.557	-2055.087	170.5303	1.610927	1.921591
12	-1886.758	-2057.195	170.4373	1.325252	2.172251
18	-1880.313	-2051.006	170.6931	1.278703	2.034972
24	-1894.105	-2065.509	171.4041	0.949405	1.77613
30	-1880.68	-2051.576	170.8957	0.912179	2.142743
36	-1880.135	-2051.411	171.2765	0.8964838	1.900132
42	-1891.249	-2062.076	170.8272	0.9819112	2.141971
48	-1880.832	-2052.062	171.2308	0.8427297	1.967209
54	-1882.558	-2052.135	169.5771	1.832897	2.397976
60	-1883.016	-2053.326	170.3104	1.289452	2.277158
66	-1886.031	-2057.026	170.995	1.071015	1.972224
72	-1896.934	-2067.757	170.8227	1.243294	1.972224
78	-1901.056	-2071.386	170.3298	1.07526	2.40104
84	-1895.866	-2065.726	169.8596	1.141462	2.652971
90	-1898.113	-2068.862	170.7496	1.191631	2.055238
96	-1888.209	-2059.158	170.9493	1.050611	2.016311
102	-1894.156	-2064.879	170.723	1.272256	2.019426
108	-1879.66	-2049.707	170.047	1.306818	2.433391
114	-1884.544	-2054.838	170.294	1.318193	2.269244
120	-1879.047	-2049.704	170.6567	1.170469	2.130153
126	-1885.152	-2056.036	170.8839	0.9621836	2.117758
132	-1877.799	-2048.347	170.5483	1.297868	2.117758
138	-1887.825	-2058.349	170.5246	1.261548	2.156924
144	-1878.313	-2049.222	170.9085	1.159198	1.971084
150	-1885.174	-2055.347	170.1722	1.112789	2.476606
156	-1894.5	-2064.991	170.491	1.140525	2.256865
162	-1882.608	-2053.064	170.4553	1.17374	2.258458
168	-1883.688	-2054.316	170.6279	1.103699	2.192334
174	-1881	-2051.922	170.9223	1.103699	1.998966
180	-1877.509	-2047.725	170.2155	1.412738	2.258993
186	-1881.483	-2052.131	170.6477	1.317532	2.039364
192	-1879.957	-2050.77	170.8127	1.317532	1.929012
198	-1886.325	-2056.932	170.6071	1.317532	2.066207
204	-1891.973	-2062.511	170.5382	1.52642	1.973123
210	-1903.614	-2074.546	170.9321	1.255492	1.890164
216	-1900.958	-2071.303	170.3453	1.255492	2.27659
222	-1891.144	-2062.055	170.9109	0.9647524	2.098373
228	-1883.287	-2054.507	171.2205	1.237553	1.70272
234	-1879.237	-2050.14	170.903	1.237553	1.92205
240	-1876.75	-2047.527	170.7775	1.212596	2.02284
246	-1891.202	-2061.502	170.2999	1.362293	2.237146
