Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-88.38474	-258.7325	170.3478	1.18502	2.320022
6	-100.0806	-270.2736	170.1929	1.406706	2.277316
12	-97.16343	-267.0764	169.913	1.676745	2.283679
18	-91.47926	-260.1979	168.7186	1.596339	3.068801
24	-84.45969	-254.2324	169.7727	1.40983	2.540586
30	-94.09554	-263.8494	169.7538	1.862005	2.26695
36	-89.08356	-259.7023	170.6187	0.9970863	2.26695
42	-94.70535	-262.3561	167.6507	1.727242	3.619874
48	-92.60506	-263.1589	170.5538	1.536466	1.955934
54	-80.36899	-251.2286	170.8596	1.032433	2.087637
60	-84.91342	-253.863	168.9495	1.465934	3.008655
66	-99.15629	-269.7397	170.5834	1.29685	2.095353
72	-100.8974	-270.4426	169.5452	1.895064	2.378788
78	-92.56355	-263.8846	171.321	1.583955	1.370886
84	-100.7089	-268.3629	167.654	1.810382	3.569709
90	-106.7901	-274.5169	167.7268	1.15564	3.905634
96	-91.38455	-262.7215	171.337	1.147472	1.684002
102	-85.30727	-256.2846	170.9773	0.7869854	2.171096
108	-92.58193	-262.8366	170.2546	1.60697	2.107617
114	-96.38543	-263.8473	167.4619	1.591433	3.807479
120	-98.35222	-268.6099	170.2577	1.872567	1.929026
126	-99.16625	-269.323	170.1568	1.587421	2.184146
132	-111.8957	-281.3877	169.492	1.614006	2.588104
138	-116.1142	-286.7988	170.6846	1.078849	2.171637
144	-115.6766	-284.1192	168.4426	1.637439	3.20852
150	-104.0365	-274.8904	170.8539	1.102079	2.045438
156	-95.45422	-266.1251	170.6709	1.302882	2.033666
162	-126.8583	-296.8306	169.9723	0.7512533	2.822738
168	-114.099	-283.4043	169.3053	1.418242	2.822738
174	-111.5486	-282.361	170.8125	1.103933	2.071602
180	-107.1288	-276.4926	169.3638	1.52412	2.722448
186	-98.43375	-267.9457	169.5119	1.539726	2.62172
192	-104.6441	-272.7029	168.0588	1.565536	3.476493
198	-96.38675	-264.0934	167.7066	1.917721	3.476493
204	-98.82977	-266.9005	168.0707	1.615537	3.440303
210	-96.99333	-265.9118	168.9184	1.766921	2.84591
216	-93.99966	-263.3626	169.3629	1.492184	2.742521
222	-88.65393	-257.6388	168.9849	1.434569	3.006256
228	-86.64034	-256.2854	169.6451	1.109915	2.803578
234	-90.44218	-260.2636	169.8214	1.452579	2.48347
240	-93.16609	-259.8965	166.7304	1.256468	4.414668
246	-100.797	-270.1815	169.3845	1.227917	2.89009
252	-105.5915	-275.4387	169.8472	1.227917	2.607212
258	-99.50735	-268.6024	169.095	1.407931	2.956097
264	-96.63248	-266.0993	169.4668	1.298707	2.797214
270	-85.80388	-255.4396	169.6357	1.667027	2.465478
276	-95.60812	-266.8444	171.2363	1.274532	1.665216
282	-95.13262	-266.1701	171.0375	1.439177	1.689513
288	-103.0028	-273.6778	170.6751	1.263582	2.05693
294	-100.4647	-269.2627	168.7981	1.058644	3.34031
300	-110.2302	-277.2534	167.0231	1.655362	4.022321
306	-105.7793	-276.0512	170.2719	1.308622	2.289543
312	-102.0963	-272.4575	170.3612	0.910457	2.484938
318	-102.6577	-273.0311	170.3734	1.372601	2.182982
324	-101.8853	-270.9323	169.047	1.372601	3.006202
330	-99.39566	-268.9434	169.5478	1.294302	2.750503
336	-109.6397	-279.5874	169.9476	1.140713	2.599043
342	-109.9021	-277.905	168.0029	1.881114	3.324244
348	-95.02365	-264.0313	169.0076	1.902055	2.70912
354	-107.1094	-275.8277	168.7184	1.493229	3.130429
360	-101.0089	-269.661	168.6521	1.559544	3.130429
366	-101.4534	-269.8518	168.3985	1.906289	3.074905
372	-95.08793	-264.9747	169.8868	1.910226	2.149838
378	-99.61911	-270.4606	170.8415	0.9555013	2.149838
384	-99.57033	-269.9561	170.3857	1.136909	2.326506
390	-103.2646	-271.1839	167.9192	1.693762	3.483103
396	-109.4526	-279.5662	170.1136	1.072292	2.538449
402	-107.3688	-277.3193	169.9505	1.235465	2.538449
408	-105.3287	-276.3666	171.0379	1.213081	1.84694
414	-100.9229	-270.0479	169.125	1.733518	2.740435
420	-97.14085	-268.4598	171.319	1.115611	1.719298
426	-92.2232	-262.9503	170.7271	0.8713474	2.278054
432	-81.85758	-252.9288	171.0712	0.8354576	2.078035
