Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-1611.621	-1780.534	168.9129	0.1689221	1.117427	0.7303059	0.7021311	0.481492	0.518508	0.332721	0.667279	1.801248
6	-1615.406	-1783.786	168.38	0.1702784	0.9468654	1.319268	0.7663803	0.535912	0.464088	0.509339	0.490661	1.801248
12	-1626.219	-1794.488	168.2688	0.3603999	1.069367	1.319268	0.7321368	0.49958	0.50042	0.477458	0.522542	1.682778
18	-1621.51	-1790.25	168.7395	0.2734098	1.113044	0.9357306	0.7090627	0.407797	0.592203	0.436333	0.563667	1.682778
24	-1633.339	-1802.018	168.6788	0.04239491	1.499642	0.7722204	0.8872363	0.502389	0.497611	0.394098	0.605902	1.609128
30	-1611.717	-1780.932	169.2149	0.01537507	0.9654812	0.984885	0.6377561	0.510521	0.489479	0.461808	0.538192	1.632601
36	-1620.489	-1789.542	169.053	0.003410592	1.214557	0.7220998	0.8320109	0.510521	0.489479	0.417757	0.582243	1.632601
42	-1617.87	-1786.709	168.8385	0.005076204	1.039344	0.9406969	0.8320109	0.466716	0.533284	0.431878	0.568122	1.754078
48	-1616.42	-1785.283	168.8633	0.01030399	1.131705	0.8005501	0.8256447	0.468401	0.531599	0.397733	0.602267	1.778146
54	-1617.238	-1786.804	169.5663	0.0147065	0.8229498	0.7128754	0.5296113	0.394667	0.605333	0.397733	0.602267	1.778146
60	-1611.924	-1781.238	169.314	0.006308795	0.7572793	0.887193	0.5922589	0.465427	0.534573	0.42393	0.57607	1.821737
66	-1612.369	-1780.695	168.3259	0.6006177	0.9803654	1.169105	0.5423303	0.452766	0.547234	0.470043	0.529957	1.776825
72	-1613.595	-1782.331	168.7365	0.6006177	0.7612641	0.8547379	0.6744773	0.454694	0.545306	0.471976	0.528024	1.766862
78	-1616.7	-1785.461	168.7612	0.2446264	0.8257345	1.145395	0.7683389	0.454694	0.545306	0.479196	0.520804	1.685712
84	-1636.111	-1804.715	168.6041	0.07541307	0.9317774	1.087348	0.5902198	0.549649	0.450351	0.433467	0.566533	2.005636
90	-1624.342	-1792.479	168.1363	0.1595321	1.190674	1.405056	0.6616376	0.513997	0.486003	0.518045	0.481955	1.823468
96	-1630.127	-1799.115	168.9877	0.03796618	0.9964766	1.02279	0.7155428	0.417829	0.582171	0.445877	0.554123	1.685815
102	-1632.133	-1801.177	169.0449	0.3344271	0.8243308	0.7619171	0.6112548	0.550707	0.449293	0.467359	0.532641	1.802915
108	-1632.214	-1800.957	168.7438	0.2703125	0.8080142	1.080065	0.7244984	0.550707	0.449293	0.513838	0.486162	1.769034
114	-1622.436	-1790.333	167.8972	0.5869201	1.156114	0.9266606	0.673513	0.495092	0.504908	0.585506	0.414494	2.038765
120	-1635.117	-1804.753	169.6364	0.1860422	0.5286206	0.9585139	0.7834837	0.388561	0.611439	0.380753	0.619247	1.439571
126	-1629.979	-1798.524	168.5443	0.3757726	0.855022	0.9711112	0.6940978	0.536578	0.463422	0.400825	0.599175	1.90941
132	-1626.56	-1795.796	169.2358	0.1810042	0.7803959	0.6389553	0.7115325	0.526903	0.473097	0.479432	0.520568	1.811629
138	-1621.083	-1789.412	168.3289	0.4196588	0.9280124	1.124782	0.56517	0.408806	0.591194	0.559664	0.440336	1.96064
144	-1624.419	-1793.383	168.9638	0.1757055	0.8013531	0.717123	0.6746133	0.409669	0.590331	0.336331	0.663669	2.011125
150	-1620.68	-1789.175	168.495	0.2216607	1.441077	0.7861102	0.6666182	0.41425	0.58575	0.40926	0.59074	1.804136
156	-1611.538	-1780.219	168.6815	0.429833	0.9668921	0.837977	0.5916774	0.448853	0.551147	0.497491	0.502509	1.851319
162	-1613.26	-1782.094	168.8339	0.1189973	1.121397	0.837977	0.6685054	0.403384	0.596616	0.490465	0.509535	1.810918
168	-1611.349	-1780.019	168.6696	0.07387819	1.064532	1.34908	0.7369719	0.38766	0.61234	0.528752	0.471248	1.598951
174	-1611.584	-1780.501	168.9175	0.4485471	0.9463445	0.8163543	0.8648	0.481951	0.518049	0.483315	0.516685	1.501517
180	-1627.883	-1796.46	168.5771	0.5392704	1.154202	0.7612939	0.7016852	0.445186	0.554814	0.385289	0.614711	1.712568
186	-1609.355	-1778.102	168.7469	0.05989339	1.154202	0.8554773	0.7016852	0.521407	0.478593	0.378566	0.621434	1.862657
192	-1607.006	-1775.703	168.6966	0.1846155	0.8852459	0.9864555	0.658496	0.477064	0.522936	0.3582	0.6418	1.942858
198	-1618.541	-1787.313	168.7724	0.5931047	0.8563777	0.7099441	0.4784001	0.477064	0.522936	0.349835	0.650165	1.942858
204	-1628.194	-1796.636	168.4414	0.5000401	0.9813343	0.8796731	0.6460637	0.416874	0.583126	0.412347	0.587653	1.908717
210	-1626.157	-1795.356	169.1993	0.07078905	0.833705	0.8796731	0.6460637	0.416874	0.583126	0.378394	0.621606	1.794274
216	-1627.493	-1796.161	168.6681	0.08408191	1.240505	0.8796731	0.7344137	0.416874	0.583126	0.550093	0.449907	1.794274
222	-1621.887	-1790.943	169.0554	0.05454111	0.789437	1.115316	0.6100991	0.317729	0.682271	0.461641	0.538359	1.817727
228	-1632.514	-1801.764	169.25	0.05454111	0.6145473	1.150544	0.6827711	0.539256	0.460744	0.375075	0.624925	1.690926
234	-1613.9	-1782.849	168.9487	0.193029	0.8328357	1.046066	0.6606835	0.475734	0.524266	0.383516	0.616484	1.747676
240	-1620.602	-1789.723	169.1206	0.1384543	0.8148043	0.7380073	0.797304	0.453398	0.546602	0.458698	0.541302	1.779854
246	-1624.889	-1794.21	169.3207	0.1384543	0.7265946	0.8817464	0.797304	0.37826	0.62174	0.442172	0.557828	1.619839
252	-1625.817	-1794.047	168.2304	0.333489	1.311301	0.9235359	0.6555666	0.487478	0.512522	0.445656	0.554344	1.891535
258	-1623.829	-1792.209	168.3793	0.1677563	1.07807	1.107935	0.7164703	0.456497	0.543503	0.478948	0.521052	1.891535
264	-1627.799	-1796.006	168.2075	0.4933997	1.105201	1.209205	0.6884575	0.519338	0.480662	0.415245	0.584755	1.723839
270	-1625.069	-1792.882	167.813	0.2488042	1.233121	1.350051	0.5678505	0.599305	0.400695	0.517246	0.482754	2.064803
276	-1624.375	-1792.919	168.5443	0.2516083	1.398409	0.684141	0.7104075	0.455992	0.544008	0.445881	0.554119	1.798274
282	-1619.337	-1788.573	169.2353	0.3297409	0.7885896	0.7914582	0.6864987	0.439707	0.560293	0.495341	0.504659	1.623103
288	-1615.579	-1784.555	168.9768	0.1905281	1.111613	0.8263743	0.725909	0.439707	0.560293	0.47198	0.52802	1.626806
294	-1608.601	-1778.072	169.4707	0.01846667	0.8286011	0.6226981	0.6458688	0.426384	0.573616	0.394856	0.605144	1.805789
300	-1619.668	-1788.814	169.1456	0.1944385	1.008094	0.660036	0.7848501	0.367179	0.632821	0.454977	0.545023	1.669906
306	-1620.813	-1789.528	168.7149	0.1238847	0.9811034	1.127856	0.8131302	0.463113	0.536887	0.579453	0.420547	1.682823
312	-1624.266	-1793.75	169.4835	0.1193743	0.6601686	0.9652781	0.77649	0.393832	0.606168	0.441859	0.558141	1.507444
318	-1628.767	-1798.238	169.4713	0.04918143	0.801886	0.6373545	0.6325393	0.436817	0.563183	0.460498	0.539502	1.787265
324	-1616.281	-1784.935	168.6535	0.05290808	1.173826	1.132304	0.5936379	0.436817	0.563183	0.518249	0.481751	1.787265
330	-1611.16	-1779.857	168.6971	0.1405733	1.044482	0.9958911	0.6985656	0.432009	0.567991	0.386032	0.613968	1.825871
336	-1610.725	-1779.779	169.0542	0.06717524	1.072132	0.6366214	0.6985656	0.500309	0.499691	0.469505	0.530495	1.825871
342	-1613.888	-1782.716	168.8279	0.01372522	1.072132	0.95728	0.6718799	0.52734	0.47266	0.379166	0.620834	1.845954
348	-1622.211	-1790.453	168.2412	0.427342	0.883496	1.101604	0.6432723	0.473793	0.526207	0.363044	0.636956	2.017764
354	-1623.405	-1792.367	168.9624	0.1351173	0.9654051	0.8929328	0.4686101	0.436888	0.563112	0.455462	0.544538	1.913166
360	-1616.952	-1785.935	168.9825	0.2659964	1.031273	0.7235583	0.6782656	0.469503	0.530497	0.408956	0.591044	1.737238
366	-1614.616	-1783.872	169.2565	0.1916049	0.6693529	0.8142791	0.8188245	0.412493	0.587507	0.447731	0.552269	1.685951
372	-1624.389	-1792.73	168.3414	0.4434429	0.7633087	1.433399	0.7225901	0.427801	0.572199	0.580504	0.419496	1.73232
378	-1620.908	-1790.182	169.2742	0.1715023	0.8247006	0.6793804	0.7382429	0.427801	0.572199	0.422019	0.577981	1.73232
384	-1616.68	-1785.761	169.0806	0.4220688	0.7880302	0.7794387	0.809612	0.427801	0.572199	0.443708	0.556292	1.594814
390	-1630.237	-1799.49	169.2532	0.02412586	0.7773042	0.747171	0.8936579	0.479762	0.520238	0.39911	0.60089	1.728721
396	-1615.535	-1784.87	169.3357	0.1209212	0.9258492	0.5210761	0.6994313	0.465149	0.534851	0.316917	0.683083	1.806836
402	-1612.253	-1781.234	168.9805	0.1808678	0.6907291	0.9944519	0.7567191	0.45481	0.54519	0.346444	0.653556	1.814296
408	-1610.491	-1779.386	168.8945	0.2402138	0.9758409	0.805297	0.647169	0.45481	0.54519	0.510368	0.489632	1.812245
414	-1608.625	-1777.264	168.6392	0.4729882	0.9954536	0.805297	0.7846167	0.41408	0.58592	0.403829	0.596171	1.739164
420	-1635.354	-1804.336	168.9826	0.05990002	0.8393716	1.057362	0.8455841	0.455126	0.544874	0.547875	0.452125	1.660017
426	-1630.675	-1799.035	168.3601	0.08510659	1.052087	1.288424	0.7334498	0.43934	0.56066	0.422428	0.577572	1.856007
432	-1633.899	-1802.301	168.4021	0.1614891	1.299631	1.202322	0.8551177	0.510356	0.489644	0.369777	0.630223	1.584891
438	-1628.449	-1796.979	168.5298	0.3546025	1.34971	0.8133095	0.8326932	0.478014	0.521986	0.398107	0.601893	1.604171
444	-1618.854	-1787.628	168.7743	0.06637052	1.016337	1.162876	0.7130227	0.456259	0.543741	0.446027	0.553973	1.698754
450	-1609.516	-1778.607	169.0903	0.1244747	0.9832515	0.7983386	0.6296023	0.467031	0.532969	0.43053	0.56947	1.77375
