Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-606.331	-771.1657	164.8347	0.7576778	1.402373	0.2690291	2.440748	0.5083581	5.225663	0.7095502
6	-586.9054	-755.5201	168.6147	2.166882	1.482856	0.2536175	1.390571	0.2133769	1.482693	0.5208131
12	-593.2611	-762.7427	169.4816	1.030307	1.574163	0.8334591	0.9101449	0.73621	0.68558	0.951402
18	-597.9266	-768.2286	170.302	1.030307	0.8175459	1.308372	0.9497034	0.4928892	0.3647267	0.9364361
24	-605.9172	-775.2387	169.3214	0.83082	0.817955	1.465121	0.9092232	1.012461	0.6367967	1.192799
30	-593.1143	-763.1422	170.0279	0.9156021	0.8193739	1.26512	0.8778545	0.8871324	0.4200417	0.9909604
36	-595.8056	-764.3665	168.5609	0.9130818	1.044344	1.826022	1.707302	1.010499	0.1457371	0.996109
42	-598.8739	-765.997	167.1231	0.6340088	1.007211	1.333486	1.707302	2.545754	0.9609588	0.8687062
48	-597.1669	-766.4488	169.282	0.7441806	0.7894056	0.8307485	1.707302	0.5297328	1.149507	1.156199
54	-596.1336	-765.5718	169.4382	1.462785	1.328713	0.7767908	0.274935	0.5697629	1.412122	0.9495597
60	-607.5093	-776.6083	169.0991	1.528936	1.073614	0.5589201	0.5499496	1.387001	1.168363	0.8376929
66	-609.6032	-777.1905	167.5873	1.071547	1.221612	0.9070525	1.366555	0.973621	2.294163	0.7417977
72	-609.8762	-776.7549	166.8788	0.816322	1.401112	2.239137	1.366555	1.988079	0.6607558	0.8371633
78	-608.2958	-777.2637	168.9678	1.096068	1.454919	2.213648	0.8334503	0.3381604	0.6028362	0.5471121
84	-606.1678	-773.589	167.4212	0.8972023	1.188608	1.879671	0.9074226	2.754437	0.4580288	0.4557813
90	-618.1823	-783.6154	165.4331	0.7006479	1.242764	0.9814638	3.910938	2.638023	0.5967216	0.4863132
96	-603.977	-772.5986	168.6216	0.7690753	0.8915025	0.4516183	1.039345	2.061565	1.565647	0.769308
102	-608.0027	-771.6251	163.6223	2.53613	1.446597	2.260085	1.722352	1.473322	2.515243	0.7687666
108	-611.0833	-777.5629	166.4795	0.9472068	0.9010588	1.326663	0.8842738	3.195622	1.607589	0.8495187
114	-611.6278	-778.1258	166.498	0.4846446	1.159761	3.071446	0.3402775	2.196535	1.607589	0.7571247
120	-601.7279	-770.7532	169.0253	0.8906474	1.159761	1.317799	0.4459025	2.036519	0.577311	0.6891357
126	-608.6445	-779.8995	171.255	0.4944697	1.159761	0.2266327	1.048926	0.8168352	0.4293293	0.6344043
132	-602.2445	-768.8319	166.5874	1.305521	0.752995	1.651683	0.8203977	2.523837	1.598704	0.9663949
138	-606.4941	-774.8643	168.3702	0.8334446	0.7773839	0.8943613	0.5847396	3.138099	0.4551582	1.140716
144	-589.7326	-760.0453	170.3128	0.8358378	1.453463	0.5980225	0.6207997	0.9458119	0.6026119	0.8140858
150	-604.9553	-775.9885	171.0332	0.3760095	1.254322	1.072628	1.020927	0.09636448	0.3925943	0.8140858
156	-598.3192	-768.6744	170.3552	1.468127	1.435527	1.109348	0.3570451	0.3906436	0.4052708	0.5092418
162	-598.0804	-767.4579	169.3775	1.509424	1.133156	2.063094	0.8219871	0.5656201	0.0511856	0.469679
168	-596.2865	-766.1171	169.8306	0.9304126	1.233428	2.228665	1.038418	0.1707129	0.06980015	0.4364069
174	-600.4093	-771.2575	170.8483	0.7341911	0.9634586	2.067299	0.1740383	0.1911989	0.4081213	0.2934236
180	-606.3438	-775.1778	168.834	2.072802	1.327391	0.243596	1.542771	1.141385	0.2605212	0.8467959
186	-607.991	-777.7458	169.7548	1.059136	1.565526	0.9937266	1.523233	0.202143	0.383308	0.6304695
192	-611.9222	-781.3566	169.4344	1.469819	1.37405	0.762875	0.3710663	0.1748313	1.917745	0.5968929
198	-604.2077	-776.1757	171.968	0.4390105	1.102917	0.4085711	0.3615703	0.7248657	0.3827405	0.6686668
204	-599.387	-770.9885	171.6016	0.7393282	1.020002	0.5748295	0.3064035	0.9328807	0.1594193	0.8535011
210	-604.5812	-771.2913	166.7101	1.237697	1.811102	2.877693	1.31668	0.1424034	1.275194	0.8154459
216	-615.7421	-779.3312	163.589	2.096112	1.525011	2.680173	2.588763	1.278757	1.583387	0.9433514
222	-597.4859	-764.5331	167.0472	1.101272	1.220168	1.273008	3.212545	1.278757	0.2004416	0.8600734
228	-601.754	-772.8463	171.0923	1.101272	0.7161957	0.7780668	1.252907	0.02230387	0.03206628	1.192661
234	-606.2384	-774.8463	168.6079	0.94082	0.7290717	1.138302	3.705816	0.01384344	0.2361559	0.8118484
240	-599.407	-770.7946	171.3876	0.7882522	0.9886503	0.5824095	0.9427616	0.07895733	0.5376408	0.8890616
246	-610.6802	-780.0712	169.3909	1.486602	1.510427	1.293454	0.7275131	0.2154327	0.5657412	1.025184
252	-601.9645	-771.7284	169.7639	1.005257	1.017267	0.7992432	0.7275131	0.830609	1.034843	1.025184
258	-604.6678	-775.4924	170.8247	1.347214	1.184016	0.2892874	0.3905133	1.015281	0.3888119	0.7209423
264	-613.5621	-784.3105	170.7484	1.124738	1.309551	0.7304389	0.1938481	1.015281	0.3888119	0.5092881
270	-609.5022	-777.2587	167.7565	1.234731	1.309551	1.173185	0.9363897	2.949699	0.1525165	0.4999135
276	-617.8782	-789.4021	171.5239	0.7750884	1.011556	1.178647	0.7181215	0.1778075	0.1132504	0.5739168
282	-613.3879	-783.2713	169.8834	1.178206	1.096024	0.4188921	0.8186281	0.1550258	1.570778	1.080814
288	-611.8501	-782.1773	170.3272	0.6966864	0.7323226	0.6956615	0.915999	0.2968293	1.44825	1.080814
294	-607.495	-777.6318	170.1368	0.6222867	1.25756	2.00284	0.4291344	0.496958	0.2142698	1.028009
300	-610.528	-779.7367	169.2087	1.776821	1.477852	1.430835	0.6054018	0.4209113	0.6264055	0.5205013
306	-604.6757	-775.2527	170.577	1.584763	0.9358592	0.2003013	0.6746094	0.1145841	1.441109	0.5234472
312	-609.1388	-777.8983	168.7595	2.237302	1.147694	0.2115733	1.078178	0.1939467	1.925091	0.7034569
318	-601.317	-771.6216	170.3046	0.9746407	1.330381	0.8980796	1.061049	0.7193218	0.2109849	0.5809835
324	-608.4621	-777.1216	168.6595	0.4076071	1.406054	0.8298849	1.251082	1.511948	1.267368	0.7272775
330	-594.5108	-762.7015	168.1907	0.6895248	0.9174563	0.8007951	0.610525	1.511948	2.696942	0.7358091
336	-592.7759	-760.953	168.1772	1.060852	1.543171	2.053974	1.653522	0.1493316	0.8259039	0.6694692
