tree_length,gain_loss,n_char,part_rate,M11,M5,M7,M9,M10,M3,M4,M6,M1 (Mk baseline),M12,M8 (NT baseline),M2
1,0.1,200,2.5,0.16879568015237145,0.20196900492806488,0.19271915627610042,0.16775994829813567,0.19117092126683174,0.20998483811255586,0.1954047022200739,0.19164924392042448,0.20790534551071585,0.1954047022200739,0.19179058513000635,0.1921180667702925
1,0.1,200,5,0.149209539526211,0.16324745561617013,0.16836014730953205,0.15669869902754122,0.1561021226259165,0.16797727754925518,0.16175635277479045,0.1564478847963745,0.1660991397941296,0.16175635277479045,0.15776218361243655,0.15582868584969875
1,0.25,25,1,0.5381581995100029,0.5582742898074861,0.5614855115233468,0.5615836961242652,0.5607713405688877,0.5646279407201122,0.5608189894198853,0.5633707645424167,0.5609409928932674,0.5352275637905362,0.5605294091206662,0.5597512283847293
1,0.25,25,2.5,0.5040397843759046,0.5323622803084257,0.5376029573694332,0.5382245995265296,0.5331584780338081,0.5335581747565031,0.5307925231073738,0.5338089917504207,0.531424065730842,0.5218658329105738,0.5355572351594285,0.5341709515638029
1,0.25,25,5,0.5942694104292852,0.6271516979869264,0.6122977737269488,0.6039627838226547,0.6079514536983621,0.6261259357526276,0.6273039215133986,0.6091861076475712,0.6259137820424192,0.6173636736911555,0.6102022506533062,0.6128952554231797
1,0.25,50,1,0.3880366514815297,0.4167482692842439,0.41263940304260316,0.4124353615552787,0.40839412878158277,0.42092886821152886,0.4224297762521769,0.41696613548476047,0.4248994604562849,0.4009498128267429,0.4089787014379802,0.4222236623692631
1,0.25,50,2.5,0.4100016271662124,0.455848094009742,0.44347094471270254,0.44478318526027255,0.4354665907163261,0.45192256363746464,0.4466807762503636,0.4254512051661993,0.44794926286780595,0.3983894714156503,0.4406939120551378,0.4276066871045286
1,0.25,50,5,0.38602018475601513,0.3999508253580174,0.4002950293685157,0.400665217646716,0.39916318313576293,0.4055503119946746,0.3999407589528684,0.39981271273216024,0.4027448068018715,0.3779327772101231,0.3977404552287922,0.4032981653225232
1,0.25,100,1,0.2870048662128253,0.30176704913869495,0.30106627311031964,0.3030130195396698,0.2999943551479918,0.29943703540335576,0.2991587747663143,0.30242354133010774,0.29956149211189176,0.28656468015320735,0.30079320878543314,0.3024487795708253
1,0.25,100,2.5,0.2823977677260376,0.2927523684241379,0.27499658104424374,0.27629043438004613,0.27335306941556015,0.29719787179277557,0.29649142378921034,0.28025624864117593,0.29717967265784545,0.2588621677306084,0.27344364971703666,0.2770694072268167
1,0.25,100,5,0.28183878169540444,0.28597642100088905,0.28203633943770173,0.2801597201871284,0.2817688078982936,0.28763307343891475,0.2890608104781601,0.28577191029173915,0.2895419676670342,0.28096366151996,0.28025031912240367,0.2876255362965481
1,0.25,200,1,0.17707353157455674,0.1872355742022429,0.1840183473466528,0.17821012400205927,0.1845142507320925,0.18811152011076987,0.1860044496644669,0.18448166378306072,0.18775198329466525,0.1860044496644669,0.18411272998825434,0.18539032188236254
1,0.25,200,2.5,0.1729985424483032,0.19375204791586242,0.17835522344933724,0.17296241512687363,0.17658915471419412,0.19483838135296824,0.1929647994247801,0.17829693967699856,0.19166807399933156,0.1929647994247801,0.17759776313596148,0.18176186015705537
1,0.25,200,5,0.1729135424918155,0.19200256959785644,0.1620110224564836,0.1844238880019831,0.18339798737433502,0.19486559147457155,0.1924028759833274,0.18642325641630458,0.1938598916226742,0.1924028759833274,0.1848796615165744,0.1855968038314829
1,0.5,25,1,0.5461384229910244,0.5800910735031992,0.5831795120754069,0.5852349121962872,0.5817554029736758,0.5797796462751771,0.5806776917351744,0.5840799422866276,0.5746242550419192,0.5678471584826232,0.58275596393857,0.578673101216065
1,0.5,25,2.5,0.49844194570033745,0.5245485670495176,0.5309732539025324,0.5297983981031084,0.5278700885784042,0.5246234348595459,0.5246037059459849,0.5301658822352207,0.5236930896188065,0.5070268599605493,0.5280545176070722,0.5286448746771446
1,0.5,25,5,0.5112288799047878,0.5346188358397389,0.5346038448152081,0.535627291221977,0.5368188217457692,0.5376907627727892,0.5337128370285326,0.5313889741166136,0.5373268765901258,0.5109014210106044,0.5361944563505188,0.5333691237186267
1,0.5,50,1,0.38542957544208906,0.4079306209100724,0.40834621050307446,0.4074173777617276,0.4022606631613855,0.40887663249898437,0.4070261559775326,0.40302505487774254,0.4123344242755078,0.39801459278085294,0.40527239405653964,0.4068883960627313
1,0.5,50,2.5,0.3909903705273169,0.40918083878831785,0.41092547954966796,0.41126370867247386,0.40972245306565225,0.41459288807420475,0.41189721332348916,0.40922535899381673,0.4126816991648479,0.3993029968078541,0.41093526511070927,0.4075978481916646
1,0.5,50,5,0.4121413863172686,0.43281180005696707,0.4276429414603897,0.4231374888228875,0.42802240602754277,0.43572903995989726,0.43351767921336853,0.4271814582540525,0.43509171924436196,0.4014650434467661,0.4261494221842251,0.4259991749346238
1,0.5,100,1,0.27803998440731326,0.2853086389236468,0.2848098276826667,0.2844473838851868,0.28569510830444605,0.28668773981919354,0.28705804080378583,0.28317533029314773,0.28822513941843975,0.27574675450478314,0.28260840700114814,0.287877310211618
1,0.5,100,2.5,0.2889673735587379,0.30337722488695656,0.30712500938805626,0.31541877372068755,0.30083310079329884,0.30703873820222083,0.3106352141326377,0.30774107262480077,0.31184553112304025,0.28365481043015595,0.3013717113475367,0.3132843343891537
1,0.5,100,5,0.24083351114856316,0.27090568688158956,0.2772569516050495,0.2424929330185366,0.2755302234687578,0.2707656897785712,0.27327745459572367,0.2752951975795139,0.26986716024577173,0.2431483393211882,0.27582777049129903,0.2737392505969277
1,0.5,200,1,0.1956071565575631,0.2079227668517776,0.19706077677195089,0.18913022392773457,0.196684764668134,0.2057271856870698,0.20842856199727708,0.2006937593256404,0.20899681100380407,0.20842856199727708,0.1968031313197784,0.19821084372614992
1,0.5,200,2.5,0.1652003269680545,0.17684297231056673,0.16813979272617197,0.18734836490318757,0.16787216968380925,0.1820471423864211,0.17559289034864606,0.16932805973860454,0.18169248088548787,0.17559289034864606,0.1687570474174511,0.17249006416911575
1,0.5,200,5,0.1801182338768674,0.17332030775979584,0.17033845483684049,0.2153381430929481,0.17192940393973533,0.18054260215536244,0.17507777672667924,0.1714288558256289,0.18074559614607533,0.17507777672667924,0.1711900060209736,0.17243077585291344
1,1,25,1,0.5247719765709054,0.5639882402992127,0.5756485986031554,0.574610462107201,0.5688292688861687,0.5636095116424472,0.5622768678990144,0.5690284674457649,0.5609408510035262,0.5520165179475416,0.5733042816816494,0.5665621210784987
1,1,25,2.5,0.49898903638115266,0.5417009683202103,0.5454021433765228,0.5443354906387492,0.5457015989041487,0.5356896092864781,0.5486320236023638,0.5510757995636166,0.5377294172357341,0.5267905981731194,0.5477620978672517,0.5417641607456434
1,1,25,5,0.5288963056540457,0.5634274791920904,0.5600133258000528,0.5570258173517628,0.5604680773043287,0.5561770740371323,0.5653895034126093,0.5582664962553615,0.5614667710172303,0.5370869142827546,0.5594276978371551,0.557918421212808
1,1,50,1,0.39459660892536486,0.4053494967530745,0.40709245472828204,0.40696342710997213,0.40651066751375364,0.4071963546494054,0.40364126711410664,0.4077239346489451,0.4051312120425584,0.3949545124647148,0.4057423291891576,0.4093244988817466
1,1,50,2.5,0.4226722544175509,0.4351225567772137,0.43439680105195544,0.4344394941810664,0.43353023794150813,0.4378087138578546,0.43611075669062166,0.4353671663779894,0.43851314984065204,0.42595945896472487,0.4341295175081218,0.4346908257521432
1,1,50,5,0.4366424021162314,0.4457964933953149,0.4359671747267216,0.4365132185851164,0.43574109458502447,0.4627670185900097,0.4439119361030916,0.4349740796884749,0.46325170718917746,0.4178725019766404,0.4369674236829788,0.4349108873872921
1,1,100,1,0.3043818980521116,0.32041853908035706,0.31276806515777245,0.31243710906441224,0.3103214758209885,0.3195153025487155,0.3202379109921595,0.31344178003274015,0.3199557320652984,0.3023056322941606,0.3131589171877295,0.3109685263297904
1,1,100,2.5,0.26225990171921876,0.27098681657351825,0.26253003967564825,0.2615044456769528,0.261269595045169,0.2685032003754366,0.2708469915285866,0.26201547673677195,0.26973543263019617,0.23943520329215084,0.261884980241863,0.2638364965661639
1,1,100,5,0.27292779301038483,0.28683699135439944,0.25510547689860363,0.24268855087814034,0.2849269754543583,0.29565447829046093,0.28614476595730365,0.28544350485520864,0.2945337248258241,0.26795781140865604,0.2857416025930353,0.2929687132086757
1,1,200,1,0.16619255559952578,0.18083456167340936,0.17130590897418696,0.17143296473682545,0.17282113853378966,0.18121179348086547,0.18190992283386076,0.17449085324585373,0.18082852695970025,0.18190992283386076,0.17336632493716064,0.17474050019705045
1,1,200,2.5,0.1927903351408017,0.20331139253743405,0.19741569082388347,0.19793139970202597,0.19803899085088508,0.2041107417758199,0.20436588370355985,0.19552780164596867,0.20495499850773147,0.20436588370355985,0.19661499671296273,0.1968015216831873
1,1,200,5,0.17853176324060724,0.18071625471582342,0.16766689497685922,0.1933499501578481,0.18108745692004274,0.19177180306784639,0.18174177491841562,0.18041488996370686,0.19160546722782,0.18174177491841562,0.17931523718337838,0.17182119045661168
1.5,0.1,25,1,0.5421399825964884,0.5870041538915688,0.5948662338793469,0.5933011175628298,0.5855541331545664,0.587514568374647,0.5715560316254379,0.5704674332827702,0.5775312916217161,0.5623175409565336,0.5911437516875934,0.5716912541932598
1.5,0.1,25,2.5,0.5260661852742914,0.5548411064998113,0.5607950824271144,0.5599024554109646,0.558997898684491,0.5589457022517806,0.55843221930519,0.5606642681758092,0.5644092950260788,0.5576031009156054,0.5579284640127389,0.5648279115462715
1.5,0.1,25,5,0.5679225210104877,0.5930697530667921,0.5857081221466851,0.5837062276154922,0.5801173718313625,0.594804773338883,0.5926797453077551,0.5795442717490339,0.5926289189822441,0.5579666147832523,0.5832977287305865,0.5887131946705074
1.5,0.1,50,1,0.46072708551541275,0.47962797397048085,0.48663555901715494,0.4823577339925452,0.48089445635783135,0.47877647777316296,0.48080345837424954,0.4715058172416643,0.47998956891951017,0.4499977835406478,0.4809955138684452,0.4762088955993063
1.5,0.1,50,2.5,0.4407792531758281,0.4660385445523393,0.4648480052310685,0.46538985837879776,0.46040676784584317,0.46695542347250824,0.46883001007373215,0.4544809653789922,0.4683896523797414,0.44375824611570747,0.4636118187988689,0.4582629183067895
1.5,0.1,50,5,0.3983147678669555,0.4175379141250103,0.41386417794579977,0.4144177895068217,0.4095520767791062,0.4195260828618628,0.4099794193950789,0.407151553738917,0.4247209531120395,0.3939868034576013,0.4145545182107434,0.41898743690641216
1.5,0.1,100,1,0.30737819582438913,0.2963951840335615,0.29638749466471126,0.29691631943455016,0.2983271466986311,0.3120288431803323,0.30648829722195287,0.3000448962612612,0.3013137103161462,0.30604381994211183,0.29527243991577773,0.30131027771208096
1.5,0.1,100,2.5,0.3025952002494118,0.32092989128572025,0.3283129647380676,0.32756573343221773,0.33329542632805115,0.32482906875196416,0.32860671910248307,0.33648069955975285,0.32361095548857166,0.30498131298084374,0.32986881901458054,0.33361420346552273
1.5,0.1,100,5,0.29663837469902615,0.3075152146912875,0.3036563921343981,0.2743776847426088,0.3020972549133455,0.3016067175397338,0.31972303600640983,0.3087408908949519,0.3062413491604872,0.28079938208017213,0.3001532455026735,0.3077581676623429
1.5,0.1,200,1,0.24251837521727587,0.23758588511117373,0.21777781024088463,0.24192328090228346,0.22196263319588386,0.2403381842058238,0.24444520794996016,0.20651762940693486,0.24222734910882107,0.24444520794996016,0.2180810946603168,0.212818499060341
1.5,0.1,200,2.5,0.17098026445468453,0.17150130856694074,0.17697103030512643,0.1785498966513923,0.17384272004727158,0.1729666617540786,0.1760787474097501,0.1781862121387704,0.17535286835447578,0.1760787474097501,0.17444530589813956,0.1779297999258399
1.5,0.1,200,5,0.19602034788869302,0.20174982552203574,0.18806415258777218,0.20055339318362467,0.20087785233009708,0.20950106432973517,0.20395138649092823,0.19281438278890067,0.21030507638808188,0.20395138649092823,0.20059164920998998,0.19478601324777478
1.5,0.25,25,1,0.5785786538404709,0.6135427472201413,0.620046638718934,0.6203653204712098,0.6176055213537952,0.6115927364919793,0.6157283609505982,0.6157751171706229,0.6251229590846882,0.5967761755135059,0.6179336857070573,0.6081347150019734
1.5,0.25,25,2.5,0.5026043897626679,0.5543236283673012,0.5512563911433216,0.5520672512571142,0.5499450747323469,0.5755557604935144,0.5537490622122718,0.5519841435653791,0.5520943819962998,0.5052674693367183,0.5511984992421669,0.5522480781682366
1.5,0.25,25,5,0.5031792537219187,0.5367964321003811,0.5381935594545333,0.5367796935653938,0.5328836452065333,0.5423421284294007,0.5320517160177924,0.530291254041958,0.5416641486852176,0.5170603554972898,0.5354040652171155,0.5378003326161527
1.5,0.25,50,1,0.4197158464557568,0.4438659502413804,0.4392301226113823,0.4385181160357459,0.43886687377914924,0.44932810227149383,0.4466471164319178,0.4392858793203316,0.44652324685965344,0.4074043403002515,0.4392901383315341,0.4404843534851316
1.5,0.25,50,2.5,0.41257923315271405,0.42639268445667877,0.4213423822252946,0.4195067774752685,0.42347105122476897,0.43093726269188104,0.44463911297307757,0.42482609960572265,0.4402807981985279,0.4003252723936328,0.41971055111804567,0.42329437629611133
1.5,0.25,50,5,0.42388664397212344,0.4602963034965612,0.46040498278465236,0.46699404345473217,0.4662201434468782,0.45939665317497996,0.4603596086229076,0.46347336013413876,0.45139167915868633,0.42459841575050866,0.466721651343173,0.4597404273397388
1.5,0.25,100,1,0.23922507819842215,0.2549290881569286,0.2581281431042063,0.2570246793906151,0.25938703678301167,0.26173357522570667,0.26054858060906083,0.25829282689388167,0.2593894770402734,0.23866304471325975,0.2568841876254306,0.25891304606965526
1.5,0.25,100,2.5,0.23839322690539091,0.26044783712643016,0.2595603082365959,0.2599775744434085,0.26157357278073545,0.2666999937080873,0.27235286604468845,0.2586322425994082,0.2695289822784166,0.2367177869130946,0.26158473964780965,0.2631741976717969
1.5,0.25,100,5,0.2689337114116962,0.289613671773447,0.2918905220690621,0.2832110484281011,0.28790591344474004,0.29095289142450537,0.28765007221434863,0.27343179337662793,0.293989750513464,0.26040620821435156,0.2869417358326024,0.27552089697593324
1.5,0.25,200,1,0.1734864059708519,0.1768936342112093,0.1733854819050539,0.186130122674787,0.17813000360159154,0.1749215065396133,0.1823401806901414,0.18525647980993915,0.18132518736965675,0.1823401806901414,0.1774181300678151,0.1839092713086022
1.5,0.25,200,2.5,0.18924993322485123,0.20166663257983974,0.19205545935437154,0.20066986425218525,0.19356205495637954,0.20675227838760413,0.20292630342796142,0.19521057849323414,0.2082187946131407,0.20292630342796142,0.19129366488950267,0.19394133143129172
1.5,0.25,200,5,0.1721881505659918,0.19123839430763362,0.19445597111595828,0.15354489685378753,0.19038271164431456,0.20499245072728575,0.18745462806175628,0.18065928905738096,0.19764281176175075,0.18745462806175628,0.18752248375330172,0.18346037435773532
1.5,0.5,25,1,0.5102385452264424,0.5535302098216404,0.5546109217684523,0.5554555189945024,0.5609255726500912,0.5531716111534123,0.5543241727210423,0.5539445719864408,0.5528966477445987,0.541325255759815,0.5541065783357562,0.5526560085476657
1.5,0.5,25,2.5,0.507696240694895,0.5661540330928245,0.5380611171193308,0.5345365975046259,0.5429479164415925,0.5560847135025317,0.5597830001233685,0.5362753882364044,0.5551992070515571,0.5239944557583321,0.5382122498592866,0.5313990233623713
1.5,0.5,25,5,0.5341606598976243,0.5498496529412545,0.555028909521687,0.5549657553632622,0.5564994113481021,0.5644490489905258,0.5487054647737465,0.5530808022137624,0.5645365591850549,0.5378053067864219,0.5537745454561245,0.5578946604627094
1.5,0.5,50,1,0.3813854276843249,0.41763615561446155,0.414103725314964,0.4121231969476604,0.40756586901596437,0.41588573739785833,0.4144361992214365,0.4127466963775782,0.4135229446097717,0.38114065970048394,0.410387191218714,0.4146225326022665
1.5,0.5,50,2.5,0.40829646858962565,0.42924352129290405,0.43420022632502614,0.431740688205109,0.4286900736437915,0.43678534540789327,0.42094332816869495,0.4287596894272554,0.4321412658027963,0.403193025177473,0.4324810158046526,0.43804501041299737
1.5,0.5,50,5,0.4370866804148863,0.45004444271929395,0.44652165274808003,0.4439860630846454,0.443990081225076,0.46191632529214105,0.44955628363750477,0.4451614758938246,0.462932939406969,0.4302138796694848,0.4449346295820868,0.451493347453533
1.5,0.5,100,1,0.2425590257788251,0.2589451953158879,0.2593681644686187,0.259243695387863,0.2604588879158659,0.26157580206787806,0.2621902381907998,0.262649357392445,0.2624192556221687,0.2411973430500387,0.2606728280939502,0.2642931155310231
1.5,0.5,100,2.5,0.25030661537588994,0.2662923381008526,0.26215938722818544,0.26351449867861293,0.2665757421853048,0.26403763589354085,0.266222041014894,0.2660873805259953,0.26203511675373237,0.2528566144699773,0.26496396933922484,0.2610427768188453
1.5,0.5,100,5,0.25790364624359197,0.2755017405528253,0.2656006326967425,0.2695725391527013,0.2651821788378853,0.29253435146202555,0.2799488382804898,0.2656192711312537,0.2904393067440899,0.23734550736929852,0.2626005419578309,0.26825565281055175
1.5,0.5,200,1,0.15198343264721442,0.17049412759272856,0.16887939469173482,0.17701138492691268,0.1677908459237541,0.17229099405713444,0.1692489836263279,0.1723761137861829,0.16870306948478184,0.1692489836263279,0.16938921227893444,0.1680468598846201
1.5,0.5,200,2.5,0.17592533993206075,0.19466121696060618,0.19374708518356393,0.17364945206155757,0.19445899532722816,0.19621031685278953,0.1977587973453591,0.19575479522072747,0.1974763499664741,0.1977587973453591,0.1937125148592544,0.19622266791659393
1.5,0.5,200,5,0.15172492752284053,0.17926217516144727,0.20415272462611309,0.17341299364389168,0.17960175144704543,0.1808894063955964,0.1792890719832119,0.17950225442187323,0.1808649970617227,0.1792890719832119,0.17960975461821516,0.18411949132221825
1.5,1,25,1,0.495751898350849,0.5490449491234382,0.5445793715692753,0.5426461363297804,0.5410394132555529,0.546699424373039,0.545682988981106,0.542028705508808,0.5455889050677489,0.5083549475671407,0.5442747025062219,0.540273244785912
1.5,1,25,2.5,0.5272597589965227,0.5696290448151057,0.5582766717993001,0.5571695560429755,0.5590410110887187,0.5675845458359321,0.5651974836460432,0.556702317037701,0.5683030510166078,0.5555370129071402,0.5590310222646431,0.5581925007646018
1.5,1,25,5,0.4645214336724258,0.48542230333093683,0.4877866325214016,0.4881878439866473,0.4874160618444021,0.4912374155571605,0.485517163577034,0.485968990075107,0.49448832046471003,0.4809954837735747,0.48738483703730273,0.49039082781790755
1.5,1,50,1,0.44118035488037177,0.4597939201218464,0.4600799003491112,0.4594554638139509,0.4604115999133229,0.46170289204028764,0.45765999933504153,0.4554951543374659,0.45823736487981215,0.44616252875221274,0.46014171748028054,0.45881749290531243
1.5,1,50,2.5,0.4209065539620156,0.4429670050538851,0.42908107829900033,0.43133120267805625,0.42920270819167444,0.441502560728498,0.4435164284007774,0.4335931720917069,0.4457361013942372,0.4236067407103272,0.4295672086585776,0.4375648129468602
1.5,1,50,5,0.43954661197184663,0.4720553818298793,0.46458962629489803,0.4634319912142372,0.4633070724483,0.4735709650048758,0.4697167026346554,0.46145708411494973,0.46724348171445557,0.4363747687864438,0.4623458166411779,0.4651981603030225
1.5,1,100,1,0.2625014300791985,0.2856173457030724,0.27334213403021834,0.2770112442528631,0.2709516495537247,0.2872115355983503,0.2826137688204927,0.2721262178034862,0.28487257492150325,0.24900067228173528,0.27417995099342973,0.27283897998661977
1.5,1,100,2.5,0.27839875513553064,0.2895911300926435,0.2872971422877283,0.2871755522907652,0.2876285259667294,0.289742167017691,0.2875279437467907,0.28622264591133,0.2876624086928211,0.2691237773513702,0.28729740944331816,0.28935863770355813
1.5,1,100,5,0.23875687591772604,0.2501730148285751,0.2407190412607796,0.2372038221264356,0.2527649375872068,0.2525630787612767,0.24976004259153317,0.25371343221061604,0.2537286788950722,0.23596094412287225,0.25314700075662755,0.25389594189062903
1.5,1,200,1,0.1542716741624663,0.1713586220537932,0.17148316145905174,0.1962651880700341,0.1702374631678994,0.1715201275168624,0.17309687412861932,0.1699774255257404,0.1708380386318159,0.17309687412861932,0.16964703040786389,0.17068347782010673
1.5,1,200,2.5,0.19395412455194508,0.19229857327290611,0.17058039174748152,0.19418363368972508,0.1727133211999117,0.19351238436721124,0.1922742150443564,0.17223212282350037,0.19390201847377234,0.1922742150443564,0.17472081524904787,0.17988325394054436
1.5,1,200,5,0.17541486170170517,0.1862908839051653,0.1794875794250579,0.19269613100556698,0.17487227060388894,0.19391034000704976,0.18647771212882117,0.17749151152912013,0.1927425168735454,0.18647771212882117,0.17680224871250128,0.1775465368724519
2.5,0.1,25,1,0.6003194366881359,0.6158439646653182,0.6259335218798795,0.626200621261291,0.6244075696864319,0.6301146679401104,0.6266123835052344,0.627260667046252,0.6170396566570615,0.6061827627348888,0.6238343305101011,0.6325875693308008
2.5,0.1,25,2.5,0.5396730950645778,0.5779888756371248,0.5808820051505552,0.5810511823066355,0.5738750773717183,0.5696512819216579,0.5704802482033147,0.5713362426905667,0.5679287035616714,0.558025753353912,0.5813246004165188,0.5687966572433583
2.5,0.1,25,5,0.5451365253379916,0.5562514205422179,0.5565157244543597,0.5571617443126664,0.5543320803670807,0.5849726882589477,0.56244135562776,0.5564477442562017,0.578353240280605,0.5599336910757756,0.5539173681033691,0.5703572644466002
2.5,0.1,50,1,0.43770386193112487,0.45076675363912955,0.46316297675826257,0.46867843704262907,0.461852874810327,0.4516651893745459,0.46314254499846025,0.4632165682862942,0.46098120175286605,0.42937052457668395,0.4652013931079195,0.45991209383794224
2.5,0.1,50,2.5,0.40659406019835526,0.43180634028058373,0.4475047670322501,0.4369606102007008,0.43683547816631113,0.43041190672766805,0.4377422563068243,0.4361586506096872,0.43622608191750023,0.40079378521689374,0.4357148148013534,0.43182911661683165
2.5,0.1,50,5,0.4323882631090059,0.45166964450367614,0.4403242592909602,0.4439041666259258,0.4425287344014246,0.44557108347190433,0.45253809010799345,0.4444712674112433,0.452945918019382,0.4314492450732718,0.44224289475982,0.44518872681934546
2.5,0.1,100,1,0.3105856400849338,0.3195325599773152,0.31264541136591295,0.3033625084354351,0.3016631836408078,0.3239250199798658,0.339952703047507,0.3073737697970211,0.3336680739305655,0.30516255143817966,0.3015735476080531,0.30870083959229117
2.5,0.1,100,2.5,0.30533066683042703,0.31269711765764396,0.32266359022558266,0.317116300833324,0.3148154261997306,0.31180178097146793,0.322299227427704,0.3065432055113217,0.31139919532634674,0.29916236069141167,0.3149674927436075,0.3041196877794795
2.5,0.1,100,5,0.25072735360869924,0.29412975044573064,0.3219691942509117,0.27246445091135896,0.299709179829411,0.2769959961730576,0.30345048824004917,0.30250681132929924,0.2894912548703924,0.2786474324290556,0.299041606650131,0.286703903316373
2.5,0.1,200,1,0.2079736246753408,0.18946348207340277,0.19470725581866621,0.1777825429088084,0.18812444190562488,0.19660715375225613,0.19929694584933383,0.19799065477562416,0.20045733690712744,0.19929694584933383,0.18662824471556794,0.1954157228262834
2.5,0.1,200,2.5,0.17011776715896762,0.17667052800661998,0.2089544261527978,0.16672124933251675,0.1927637913040507,0.1802604360200333,0.1899893505262041,0.19362868245125553,0.1951470443411233,0.1899893505262041,0.19385980452259322,0.19553615770658508
2.5,0.1,200,5,0.14838254341436508,0.17519558443283362,0.17994144906403076,0.17563407312507193,0.17770218002842766,0.18115724589680365,0.1715315865516017,0.17212732484878968,0.17574860608109472,0.1715315865516017,0.1787660467494391,0.1726981884557781
2.5,0.25,25,1,0.5612280954884004,0.583388150583385,0.5792346555777719,0.5764183423759959,0.5722286914870209,0.5885825389585202,0.5843778885264285,0.5759537581182991,0.5694629995265483,0.5781292485055434,0.5793898629648264,0.5821382411392382
2.5,0.25,25,2.5,0.5446427713783317,0.596008563051004,0.5997853409655745,0.6010074337528069,0.5931972505643666,0.5843303742284723,0.5886391523957921,0.5924425572070915,0.5851386769166029,0.57620274588172,0.5955209655144786,0.5878737523549045
2.5,0.25,25,5,0.5271132906257098,0.5787512038637395,0.5835168803767501,0.5804258709961286,0.5821548946057867,0.5755710760454764,0.5766814261935613,0.5793272518194058,0.5711460873748003,0.5353335192383226,0.58143421191276,0.5736295420037416
2.5,0.25,50,1,0.3548332725878689,0.38922675956735286,0.37764633870861186,0.3759164706423441,0.37300752272195037,0.38650315765888166,0.3912400977841872,0.38053379994552783,0.39160272190691503,0.34016906566705224,0.37103578964546924,0.37574329719110905
2.5,0.25,50,2.5,0.3921875691916617,0.3885792483761179,0.39993609237137795,0.3991564802038251,0.39809873298922144,0.4060691728274024,0.40115029674608227,0.4071503779915543,0.401655720691309,0.4011117335746328,0.397188154714591,0.41757673660846356
2.5,0.25,50,5,0.3953918453879176,0.42538933807238444,0.4386466386954462,0.4167332677850664,0.4190800521910283,0.4200678449144834,0.4257561344486862,0.4173532569567102,0.4213917137058455,0.39439459120476905,0.4193216543119447,0.41994456744132325
2.5,0.25,100,1,0.2789172453200514,0.3108902961767314,0.30624710002305944,0.30358922395199694,0.3038909271794968,0.3117053828929718,0.31035828945118665,0.30486911833671926,0.30445254164264035,0.2760164471457728,0.30417560191008586,0.3029616911398867
2.5,0.25,100,2.5,0.26137280271908886,0.28541531218365207,0.2873291959499202,0.2915946639299396,0.2924783428718065,0.2905253390933281,0.28240722639014826,0.28387445078921103,0.2915828475719606,0.25135658360312846,0.2908355740174913,0.28543304580999856
