"gridTag","tree_length","gain_loss","n_char","cov_tree_len","mse_tree_len","rate_param","cov_rate_loss","mse_rate_loss","modelID","scenario"
"tl1.00_gl1.00_pr2.50_c50",1,1,50,0.8,3.16077760636034,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl1.00_pr2.50_c50",1.5,1,50,0.5,5.54571239512565,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl1.00_pr2.50_c50",2.5,1,50,0.3,5.28792622038462,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl1.00_pr2.50_c50",5,1,50,0.3,4.84904057223289,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl0.10_pr5.00_c50",1,0.1,50,0.7,0.581681171832029,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl0.10_pr5.00_c50",1.5,0.1,50,0.7,0.195979050428881,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl0.10_pr5.00_c50",2.5,0.1,50,0.6,0.797109183447273,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl0.10_pr5.00_c50",5,0.1,50,0.1,6.72895038651517,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl0.25_pr5.00_c50",1,0.25,50,0.7,1.68266781307624,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl0.25_pr5.00_c50",1.5,0.25,50,0.6,1.07270322701287,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl0.25_pr5.00_c50",2.5,0.25,50,0.1,2.23895159903112,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl0.25_pr5.00_c50",5,0.25,50,0.2,6.2874549882597,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl0.50_pr5.00_c50",1,0.5,50,0.9,1.61177682718557,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl0.50_pr5.00_c50",1.5,0.5,50,0.4,1.82186357656226,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl0.50_pr5.00_c50",2.5,0.5,50,0.2,1.8197516472959,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl0.50_pr5.00_c50",5,0.5,50,0.4,6.5911270914911,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl1.00_pr5.00_c50",1,1,50,0.9,0.601920040843102,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl1.00_pr5.00_c50",1.5,1,50,0.5,2.16052226259812,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl1.00_pr5.00_c50",2.5,1,50,0.4,1.95192872301947,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl1.00_pr5.00_c50",5,1,50,0.3,6.71050296002597,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl0.10_pr1.00_c100",1,0.1,100,0.2,1.43037135051204,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl0.10_pr1.00_c100",1.5,0.1,100,0.6,0.606630061125601,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl0.10_pr1.00_c100",2.5,0.1,100,0.7,0.532441662577683,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl0.10_pr1.00_c100",5,0.1,100,0.2,3.70512889391596,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl0.25_pr1.00_c100",1,0.25,100,0.6,6.01102868713639,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl0.25_pr1.00_c100",1.5,0.25,100,0.5,3.17435181127042,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl0.25_pr1.00_c100",2.5,0.25,100,0.5,4.24773663792306,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl0.25_pr1.00_c100",5,0.25,100,0.7,0.880187361976059,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl0.50_pr1.00_c100",1,0.5,100,0.8,5.75688945894958,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl0.50_pr1.00_c100",1.5,0.5,100,0.5,10.6049122661852,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl0.50_pr1.00_c100",2.5,0.5,100,0.5,6.72797202473011,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl0.50_pr1.00_c100",5,0.5,100,0.4,10.1347681321414,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl1.00_pr1.00_c100",1,1,100,0.6,14.1098277350216,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl1.00_pr1.00_c100",1.5,1,100,0.5,9.06387355119437,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl1.00_pr1.00_c100",2.5,1,100,0.5,16.3803203280319,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl1.00_pr1.00_c100",5,1,100,0.7,16.6612581223487,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl0.10_pr2.50_c100",1,0.1,100,0.7,0.531738680272712,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl0.10_pr2.50_c100",1.5,0.1,100,0.6,1.05092708819497,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl0.10_pr2.50_c100",2.5,0.1,100,0.7,0.175044981957417,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl0.10_pr2.50_c100",5,0.1,100,0,5.22195341011865,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl0.25_pr2.50_c100",1,0.25,100,0.8,4.77413959824491,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl0.25_pr2.50_c100",1.5,0.25,100,0.6,2.56806789713419,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl0.25_pr2.50_c100",2.5,0.25,100,0.1,2.73977490895405,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl0.25_pr2.50_c100",5,0.25,100,0.2,3.93303771478154,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl0.50_pr2.50_c100",1,0.5,100,0.6,3.97969554010801,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl0.50_pr2.50_c100",1.5,0.5,100,0.6,9.92739920561657,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl0.50_pr2.50_c100",2.5,0.5,100,0.3,3.67846223306766,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl0.50_pr2.50_c100",5,0.5,100,0.2,4.482995128879,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl1.00_pr2.50_c100",1,1,100,0.8,5.63559329372246,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl1.00_pr2.50_c100",1.5,1,100,0.3,6.37940842013708,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl1.00_pr2.50_c100",2.5,1,100,0.5,21.2994046950044,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl1.00_pr2.50_c100",5,1,100,0.3,11.8067115517671,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl0.10_pr5.00_c100",1,0.1,100,0.9,0.268554274953626,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl0.10_pr5.00_c100",1.5,0.1,100,0.8,0.243693334341393,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl0.10_pr5.00_c100",2.5,0.1,100,0.7,0.495022961728106,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl0.10_pr5.00_c100",5,0.1,100,0,6.29219878808222,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl0.25_pr5.00_c100",1,0.25,100,0.7,1.11321501987647,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl0.25_pr5.00_c100",1.5,0.25,100,0.3,1.85503164124216,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl0.25_pr5.00_c100",2.5,0.25,100,0.2,2.01957211986696,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl0.25_pr5.00_c100",5,0.25,100,0.1,6.13583128826473,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl0.50_pr5.00_c100",1,0.5,100,0.7,2.49126211161781,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl0.50_pr5.00_c100",1.5,0.5,100,0.2,1.05493747639576,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl0.50_pr5.00_c100",2.5,0.5,100,0.1,6.96700771228935,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl0.50_pr5.00_c100",5,0.5,100,0,8.48504792354237,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl1.00_pr5.00_c100",1,1,100,0.6,2.96752992664341,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl1.00_pr5.00_c100",1.5,1,100,0,5.4983887009255,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl1.00_pr5.00_c100",2.5,1,100,0.1,6.61959426252346,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl1.00_pr5.00_c100",5,1,100,0,14.0685648462965,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl0.10_pr1.00_c200",1,0.1,200,0.1,1.84148080827064,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl0.10_pr1.00_c200",1.5,0.1,200,0.3,1.51523083784307,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl0.10_pr1.00_c200",2.5,0.1,200,0.8,0.32861232292813,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl0.10_pr1.00_c200",5,0.1,200,0.1,2.73320723576031,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl0.25_pr1.00_c200",1,0.25,200,0.5,4.62383489623869,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl0.25_pr1.00_c200",1.5,0.25,200,0.4,3.96458705282772,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl0.25_pr1.00_c200",2.5,0.25,200,0.7,4.06957770187043,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl0.25_pr1.00_c200",5,0.25,200,0.9,0.946708704581729,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl0.50_pr1.00_c200",1,0.5,200,0.5,13.4888457486406,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl0.50_pr1.00_c200",1.5,0.5,200,0.5,11.172221325242,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl0.50_pr1.00_c200",2.5,0.5,200,0.6,16.9442419267659,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl0.50_pr1.00_c200",5,0.5,200,0.4,17.3849762496751,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl1.00_pr1.00_c200",1,1,200,0.6,24.2307410284821,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl1.00_pr1.00_c200",1.5,1,200,0.5,35.9043005769676,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl1.00_pr1.00_c200",2.5,1,200,0.5,43.0980333242179,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl1.00_pr1.00_c200",5,1,200,0.3,37.964257468527,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl0.10_pr2.50_c200",1,0.1,200,0.5,0.839279134749591,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl0.10_pr2.50_c200",1.5,0.1,200,0.8,0.333909391840223,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl0.10_pr2.50_c200",2.5,0.1,200,0.7,0.291861681846792,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl0.10_pr2.50_c200",5,0.1,200,0.1,4.10636503571463,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl0.25_pr2.50_c200",1,0.25,200,0.8,2.58310497214932,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl0.25_pr2.50_c200",1.5,0.25,200,0.6,2.47340594171196,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl0.25_pr2.50_c200",2.5,0.25,200,0.3,3.20223757026,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl0.25_pr2.50_c200",5,0.25,200,0,3.50497946527739,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl0.50_pr2.50_c200",1,0.5,200,0.6,10.9407727449926,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl0.50_pr2.50_c200",1.5,0.5,200,0.5,12.942369174424,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl0.50_pr2.50_c200",2.5,0.5,200,0.3,12.3024237349857,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl0.50_pr2.50_c200",5,0.5,200,0.2,11.8656126272418,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl1.00_pr2.50_c200",1,1,200,0.6,11.7661381688418,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl1.00_pr2.50_c200",1.5,1,200,0.2,13.0911786740692,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl1.00_pr2.50_c200",2.5,1,200,0.3,19.203040093104,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl1.00_pr2.50_c200",5,1,200,0.3,49.2312230633107,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl0.10_pr5.00_c200",1,0.1,200,0.7,0.486646824980247,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl0.10_pr5.00_c200",1.5,0.1,200,0.2,0.517792005561758,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl0.10_pr5.00_c200",2.5,0.1,200,0.3,1.02819294517491,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl0.10_pr5.00_c200",5,0.1,200,0,7.0198858853086,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl0.25_pr5.00_c200",1,0.25,200,0.8,1.80329614239698,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl0.25_pr5.00_c200",1.5,0.25,200,0,1.68648445172881,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl0.25_pr5.00_c200",2.5,0.25,200,0.2,3.08521557416329,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl0.25_pr5.00_c200",5,0.25,200,0.1,6.44539520920982,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl0.50_pr5.00_c200",1,0.5,200,0.3,4.16776286788223,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl0.50_pr5.00_c200",1.5,0.5,200,0.1,5.82796903771656,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl0.50_pr5.00_c200",2.5,0.5,200,0.1,10.6737971681966,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl0.50_pr5.00_c200",5,0.5,200,0,14.6449438627003,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl1.00_pr5.00_c200",1,1,200,0,4.83341245486586,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.50_gl1.00_pr5.00_c200",1.5,1,200,0.1,5.16761459856692,"gain_loss_trans",NA,NA,"model6","nt"
"tl2.50_gl1.00_pr5.00_c200",2.5,1,200,0,17.4540772743396,"gain_loss_trans",NA,NA,"model6","nt"
"tl5.00_gl1.00_pr5.00_c200",5,1,200,0,19.2743788343153,"gain_loss_trans",NA,NA,"model6","nt"
"tl1.00_gl0.10_pr1.00_c25",1,0.1,25,0.9,0.290901799469408,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.50_gl0.10_pr1.00_c25",1.5,0.1,25,1,0.275595861842921,"gain_loss_trans",NA,NA,"model7","nt"
"tl2.50_gl0.10_pr1.00_c25",2.5,0.1,25,1,0.360016500686084,"gain_loss_trans",NA,NA,"model7","nt"
"tl5.00_gl0.10_pr1.00_c25",5,0.1,25,0.4,4.57755407148455,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.00_gl0.25_pr1.00_c25",1,0.25,25,0.9,0.405407632440083,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.50_gl0.25_pr1.00_c25",1.5,0.25,25,1,0.225037020572591,"gain_loss_trans",NA,NA,"model7","nt"
"tl2.50_gl0.25_pr1.00_c25",2.5,0.25,25,0.8,1.09913917219864,"gain_loss_trans",NA,NA,"model7","nt"
"tl5.00_gl0.25_pr1.00_c25",5,0.25,25,0.7,2.64351564444349,"gain_loss_trans",0,8.75642648947483,"model7","nt"
"tl1.00_gl0.50_pr1.00_c25",1,0.5,25,0.8,1.20565118722163,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.50_gl0.50_pr1.00_c25",1.5,0.5,25,0.8,2.57505423758566,"gain_loss_trans",NA,NA,"model7","nt"
"tl2.50_gl0.50_pr1.00_c25",2.5,0.5,25,0.7,2.92318564812512,"gain_loss_trans",NA,NA,"model7","nt"
"tl5.00_gl0.50_pr1.00_c25",5,0.5,25,0.4,4.0491216587471,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.00_gl1.00_pr1.00_c25",1,1,25,0.9,0.419135983351041,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.50_gl1.00_pr1.00_c25",1.5,1,25,0.8,0.550276496015363,"gain_loss_trans",NA,NA,"model7","nt"
"tl2.50_gl1.00_pr1.00_c25",2.5,1,25,0.7,6.20532944068781,"gain_loss_trans",NA,NA,"model7","nt"
"tl5.00_gl1.00_pr1.00_c25",5,1,25,0.6,3.83433686645813,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.00_gl0.10_pr2.50_c25",1,0.1,25,1,0.136533952555287,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.50_gl0.10_pr2.50_c25",1.5,0.1,25,1,0.145487191975836,"gain_loss_trans",NA,NA,"model7","nt"
"tl2.50_gl0.10_pr2.50_c25",2.5,0.1,25,0.8,0.918555122841772,"gain_loss_trans",NA,NA,"model7","nt"
"tl5.00_gl0.10_pr2.50_c25",5,0.1,25,0.3,5.68533176683939,"gain_loss_trans",0,84.4783379408285,"model7","nt"
"tl1.00_gl0.25_pr2.50_c25",1,0.25,25,1,0.130500671422524,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.50_gl0.25_pr2.50_c25",1.5,0.25,25,1,0.360758443096827,"gain_loss_trans",NA,NA,"model7","nt"
"tl2.50_gl0.25_pr2.50_c25",2.5,0.25,25,0.6,1.94358451512247,"gain_loss_trans",NA,NA,"model7","nt"
"tl5.00_gl0.25_pr2.50_c25",5,0.25,25,0.4,4.32569363779858,"gain_loss_trans",0,10.1362027226463,"model7","nt"
"tl1.00_gl0.50_pr2.50_c25",1,0.5,25,0.8,1.24170909981832,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.50_gl0.50_pr2.50_c25",1.5,0.5,25,0.8,0.508244117707719,"gain_loss_trans",NA,NA,"model7","nt"
"tl2.50_gl0.50_pr2.50_c25",2.5,0.5,25,0.6,1.18770263069454,"gain_loss_trans",NA,NA,"model7","nt"
"tl5.00_gl0.50_pr2.50_c25",5,0.5,25,0.3,6.22178944125761,"gain_loss_trans",0,0.958322346430258,"model7","nt"
"tl1.00_gl1.00_pr2.50_c25",1,1,25,1,0.0804825760363097,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.50_gl1.00_pr2.50_c25",1.5,1,25,0.8,0.836628831607983,"gain_loss_trans",NA,NA,"model7","nt"
"tl2.50_gl1.00_pr2.50_c25",2.5,1,25,0.4,1.41830832194696,"gain_loss_trans",NA,NA,"model7","nt"
"tl5.00_gl1.00_pr2.50_c25",5,1,25,0.4,5.33916500471792,"gain_loss_trans",1,0.00839699451838775,"model7","nt"
"tl1.00_gl0.10_pr5.00_c25",1,0.1,25,1,0.0618332466318447,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.50_gl0.10_pr5.00_c25",1.5,0.1,25,0.9,0.357685419041992,"gain_loss_trans",NA,NA,"model7","nt"
"tl2.50_gl0.10_pr5.00_c25",2.5,0.1,25,0.7,0.899244491850483,"gain_loss_trans",NA,NA,"model7","nt"
"tl5.00_gl0.10_pr5.00_c25",5,0.1,25,0.1,7.78346971799222,"gain_loss_trans",0,80.8282780795866,"model7","nt"
"tl1.00_gl0.25_pr5.00_c25",1,0.25,25,1,0.231361472158932,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.50_gl0.25_pr5.00_c25",1.5,0.25,25,0.8,0.26481717768426,"gain_loss_trans",NA,NA,"model7","nt"
"tl2.50_gl0.25_pr5.00_c25",2.5,0.25,25,0.3,1.35315151476201,"gain_loss_trans",NA,NA,"model7","nt"
"tl5.00_gl0.25_pr5.00_c25",5,0.25,25,0.2,7.30819076868432,"gain_loss_trans",0,8.86133665297046,"model7","nt"
"tl1.00_gl0.50_pr5.00_c25",1,0.5,25,0.9,0.581543999329843,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.50_gl0.50_pr5.00_c25",1.5,0.5,25,0.7,0.464296511531039,"gain_loss_trans",NA,NA,"model7","nt"
"tl2.50_gl0.50_pr5.00_c25",2.5,0.5,25,0.4,1.69027886347844,"gain_loss_trans",NA,NA,"model7","nt"
"tl5.00_gl0.50_pr5.00_c25",5,0.5,25,0.1,8.80929799364652,"gain_loss_trans",0.333333333333333,1.05729055570326,"model7","nt"
"tl1.00_gl1.00_pr5.00_c25",1,1,25,0.8,0.506026617243432,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.50_gl1.00_pr5.00_c25",1.5,1,25,0.8,0.503574198293846,"gain_loss_trans",NA,NA,"model7","nt"
"tl2.50_gl1.00_pr5.00_c25",2.5,1,25,0.3,1.54085069661073,"gain_loss_trans",NA,NA,"model7","nt"
"tl5.00_gl1.00_pr5.00_c25",5,1,25,0.2,7.98941229230108,"gain_loss_trans",1,0.070581950590574,"model7","nt"
"tl1.00_gl0.10_pr1.00_c50",1,0.1,50,0.8,0.917049456081608,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.50_gl0.10_pr1.00_c50",1.5,0.1,50,0.9,0.407511220507846,"gain_loss_trans",0,84.4922460223667,"model7","nt"
"tl2.50_gl0.10_pr1.00_c50",2.5,0.1,50,1,0.337379662879164,"gain_loss_trans",NA,NA,"model7","nt"
"tl5.00_gl0.10_pr1.00_c50",5,0.1,50,0.7,1.99580710039306,"gain_loss_trans",0,75.0822958008338,"model7","nt"
"tl1.00_gl0.25_pr1.00_c50",1,0.25,50,0.7,2.57439242254138,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.50_gl0.25_pr1.00_c50",1.5,0.25,50,0.8,2.37124711174872,"gain_loss_trans",NA,NA,"model7","nt"
"tl2.50_gl0.25_pr1.00_c50",2.5,0.25,50,0.8,1.88291466982176,"gain_loss_trans",NA,NA,"model7","nt"
"tl5.00_gl0.25_pr1.00_c50",5,0.25,50,0.9,1.20482863290281,"gain_loss_trans",0,8.20111438118944,"model7","nt"
"tl1.00_gl0.50_pr1.00_c50",1,0.5,50,0.7,0.764207062172012,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.50_gl0.50_pr1.00_c50",1.5,0.5,50,0.8,1.40444114287804,"gain_loss_trans",NA,NA,"model7","nt"
"tl2.50_gl0.50_pr1.00_c50",2.5,0.5,50,0.6,3.15309251755164,"gain_loss_trans",NA,NA,"model7","nt"
"tl5.00_gl0.50_pr1.00_c50",5,0.5,50,0.8,2.7629660487809,"gain_loss_trans",0,0.813792708088907,"model7","nt"
"tl1.00_gl1.00_pr1.00_c50",1,1,50,0.9,0.501815212734736,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.50_gl1.00_pr1.00_c50",1.5,1,50,0.7,5.39671825586808,"gain_loss_trans",NA,NA,"model7","nt"
"tl2.50_gl1.00_pr1.00_c50",2.5,1,50,0.6,2.2696827798739,"gain_loss_trans",NA,NA,"model7","nt"
"tl5.00_gl1.00_pr1.00_c50",5,1,50,0.7,3.91509966582671,"gain_loss_trans",1,0.00234271196512235,"model7","nt"
"tl1.00_gl0.10_pr2.50_c50",1,0.1,50,0.9,0.414653770818581,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.50_gl0.10_pr2.50_c50",1.5,0.1,50,0.9,0.202262831038506,"gain_loss_trans",NA,NA,"model7","nt"
"tl2.50_gl0.10_pr2.50_c50",2.5,0.1,50,0.5,1.19269254269218,"gain_loss_trans",0,76.3848515717033,"model7","nt"
"tl5.00_gl0.10_pr2.50_c50",5,0.1,50,0.2,4.9436261703813,"gain_loss_trans",0,80.0615286919149,"model7","nt"
"tl1.00_gl0.25_pr2.50_c50",1,0.25,50,0.8,0.935998180096649,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.50_gl0.25_pr2.50_c50",1.5,0.25,50,0.6,1.26992378060688,"gain_loss_trans",NA,NA,"model7","nt"
"tl2.50_gl0.25_pr2.50_c50",2.5,0.25,50,0.3,2.76606068229397,"gain_loss_trans",NA,NA,"model7","nt"
"tl5.00_gl0.25_pr2.50_c50",5,0.25,50,0.4,4.00440972612743,"gain_loss_trans",0,8.47889375036428,"model7","nt"
"tl1.00_gl0.50_pr2.50_c50",1,0.5,50,0.7,0.926624721487184,"gain_loss_trans",1,0.821425369956059,"model7","nt"
"tl1.50_gl0.50_pr2.50_c50",1.5,0.5,50,0.4,0.680497070107118,"gain_loss_trans",NA,NA,"model7","nt"
"tl2.50_gl0.50_pr2.50_c50",2.5,0.5,50,0.3,1.85484319860351,"gain_loss_trans",NA,NA,"model7","nt"
"tl5.00_gl0.50_pr2.50_c50",5,0.5,50,0.5,4.03263583337213,"gain_loss_trans",0.333333333333333,0.566333590866939,"model7","nt"
"tl1.00_gl1.00_pr2.50_c50",1,1,50,0.7,1.43232726580041,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.50_gl1.00_pr2.50_c50",1.5,1,50,0.5,2.61994679806598,"gain_loss_trans",NA,NA,"model7","nt"
"tl2.50_gl1.00_pr2.50_c50",2.5,1,50,0.2,2.83576747475802,"gain_loss_trans",NA,NA,"model7","nt"
"tl5.00_gl1.00_pr2.50_c50",5,1,50,0.5,3.52353157528669,"gain_loss_trans",1,0.010990307549475,"model7","nt"
"tl1.00_gl0.10_pr5.00_c50",1,0.1,50,0.7,0.263196321130661,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.50_gl0.10_pr5.00_c50",1.5,0.1,50,0.6,0.370904896237556,"gain_loss_trans",NA,NA,"model7","nt"
"tl2.50_gl0.10_pr5.00_c50",2.5,0.1,50,0.3,1.3947225135735,"gain_loss_trans",0,74.3099276171415,"model7","nt"
"tl5.00_gl0.10_pr5.00_c50",5,0.1,50,0.2,7.25644038279589,"gain_loss_trans",0,80.3639147773657,"model7","nt"
"tl1.00_gl0.25_pr5.00_c50",1,0.25,50,0.7,0.625520450369649,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.50_gl0.25_pr5.00_c50",1.5,0.25,50,0.4,0.729321860882361,"gain_loss_trans",NA,NA,"model7","nt"
"tl2.50_gl0.25_pr5.00_c50",2.5,0.25,50,0.1,2.62371173692839,"gain_loss_trans",0,8.73336674601659,"model7","nt"
"tl5.00_gl0.25_pr5.00_c50",5,0.25,50,0.2,7.53790995775237,"gain_loss_trans",0,9.32602421561763,"model7","nt"
"tl1.00_gl0.50_pr5.00_c50",1,0.5,50,0.6,0.82513597956074,"gain_loss_trans",NA,NA,"model7","nt"
"tl1.50_gl0.50_pr5.00_c50",1.5,0.5,50,0.2,0.845946665414748,"gain_loss_trans",NA,NA,"model7","nt"
"tl2.50_gl0.50_pr5.00_c50",2.5,0.5,50,0.2,2.02984966915095,"gain_loss_trans",0,1.28190362057159,"model7","nt"
"tl5.00_gl0.50_pr5.00_c50",5,0.5,50,0.1,7.77396072713224,"gain_loss_trans",0,0.8234556431534,"model7","nt"
