"gridTag","tree_length","gain_loss","n_char","cov_tree_len","mse_tree_len","rate_param","cov_rate_loss","mse_rate_loss","modelID","scenario"
"tl1.00_gl0.10_c100",1,0.1,100,0.9,0.11281030442955,"gain_loss_trans",NA,NA,"model9","mk"
"tl1.50_gl0.10_c100",1.5,0.1,100,0.8,0.230913172961602,"gain_loss_trans",NA,NA,"model9","mk"
"tl2.50_gl0.10_c100",2.5,0.1,100,0.8,0.658939267212761,"gain_loss_trans",NA,NA,"model9","mk"
"tl5.00_gl0.10_c100",5,0.1,100,0.7,4.16932604419442,"gain_loss_trans",NA,NA,"model9","mk"
"tl1.00_gl0.25_c100",1,0.25,100,0.9,0.11281030442955,"gain_loss_trans",NA,NA,"model9","mk"
"tl1.50_gl0.25_c100",1.5,0.25,100,0.8,0.230913172961602,"gain_loss_trans",NA,NA,"model9","mk"
"tl2.50_gl0.25_c100",2.5,0.25,100,0.8,0.659309728336635,"gain_loss_trans",NA,NA,"model9","mk"
"tl5.00_gl0.25_c100",5,0.25,100,0.7,4.15658945461332,"gain_loss_trans",NA,NA,"model9","mk"
"tl1.00_gl0.50_c100",1,0.5,100,0.9,0.11281030442955,"gain_loss_trans",NA,NA,"model9","mk"
"tl1.50_gl0.50_c100",1.5,0.5,100,0.8,0.230913172961602,"gain_loss_trans",NA,NA,"model9","mk"
"tl2.50_gl0.50_c100",2.5,0.5,100,0.8,0.659094795188599,"gain_loss_trans",NA,NA,"model9","mk"
"tl5.00_gl0.50_c100",5,0.5,100,0.7,4.17028710381716,"gain_loss_trans",NA,NA,"model9","mk"
"tl1.00_gl1.00_c100",1,1,100,0.9,0.11281030442955,"gain_loss_trans",NA,NA,"model9","mk"
"tl1.50_gl1.00_c100",1.5,1,100,0.8,0.230913172961602,"gain_loss_trans",NA,NA,"model9","mk"
"tl2.50_gl1.00_c100",2.5,1,100,0.8,0.65910552513202,"gain_loss_trans",NA,NA,"model9","mk"
"tl5.00_gl1.00_c100",5,1,100,0.7,4.15911938892276,"gain_loss_trans",NA,NA,"model9","mk"
"tl1.00_gl0.10_c200",1,0.1,200,1,0.0384694133168412,"gain_loss_trans",NA,NA,"model9","mk"
"tl1.50_gl0.10_c200",1.5,0.1,200,0.9,0.106147673785704,"gain_loss_trans",NA,NA,"model9","mk"
"tl2.50_gl0.10_c200",2.5,0.1,200,1,0.324285602665582,"gain_loss_trans",NA,NA,"model9","mk"
"tl5.00_gl0.10_c200",5,0.1,200,0.9,6.12924884922463,"gain_loss_trans",NA,NA,"model9","mk"
"tl1.00_gl0.25_c200",1,0.25,200,1,0.038335481876298,"gain_loss_trans",NA,NA,"model9","mk"
"tl1.50_gl0.25_c200",1.5,0.25,200,0.9,0.106254485117282,"gain_loss_trans",NA,NA,"model9","mk"
"tl2.50_gl0.25_c200",2.5,0.25,200,1,0.324722885870073,"gain_loss_trans",NA,NA,"model9","mk"
"tl5.00_gl0.25_c200",5,0.25,200,0.9,6.13805245459033,"gain_loss_trans",NA,NA,"model9","mk"
"tl1.00_gl0.50_c200",1,0.5,200,1,0.038332003213653,"gain_loss_trans",NA,NA,"model9","mk"
"tl1.50_gl0.50_c200",1.5,0.5,200,0.9,0.106242546608374,"gain_loss_trans",NA,NA,"model9","mk"
"tl2.50_gl0.50_c200",2.5,0.5,200,1,0.324584414537208,"gain_loss_trans",NA,NA,"model9","mk"
"tl5.00_gl0.50_c200",5,0.5,200,0.9,6.13528418865883,"gain_loss_trans",NA,NA,"model9","mk"
"tl1.00_gl1.00_c200",1,1,200,1,0.0383380341324341,"gain_loss_trans",NA,NA,"model9","mk"
"tl1.50_gl1.00_c200",1.5,1,200,0.9,0.106460874587071,"gain_loss_trans",NA,NA,"model9","mk"
"tl2.50_gl1.00_c200",2.5,1,200,1,0.326482746769519,"gain_loss_trans",NA,NA,"model9","mk"
"tl5.00_gl1.00_c200",5,1,200,0.9,6.13654257880234,"gain_loss_trans",NA,NA,"model9","mk"
"tl1.00_gl0.10_pr1.00_c25",1,0.1,25,0.6,0.362201675300502,NA,NA,NA,"model1","nt"
"tl1.50_gl0.10_pr1.00_c25",1.5,0.1,25,0.6,0.474368177838316,NA,NA,NA,"model1","nt"
"tl2.50_gl0.10_pr1.00_c25",2.5,0.1,25,0.7,0.476262513983412,NA,NA,NA,"model1","nt"
"tl5.00_gl0.10_pr1.00_c25",5,0.1,25,0.4,1.28081914613161,NA,NA,NA,"model1","nt"
"tl1.00_gl0.25_pr1.00_c25",1,0.25,25,0.6,1.26643083749846,NA,NA,NA,"model1","nt"
"tl1.50_gl0.25_pr1.00_c25",1.5,0.25,25,0.6,0.523638520936544,NA,NA,NA,"model1","nt"
"tl2.50_gl0.25_pr1.00_c25",2.5,0.25,25,0.5,1.55358590858644,NA,NA,NA,"model1","nt"
"tl5.00_gl0.25_pr1.00_c25",5,0.25,25,0.8,0.660526383387116,NA,NA,NA,"model1","nt"
"tl1.00_gl0.50_pr1.00_c25",1,0.5,25,0.7,1.91745285131238,NA,NA,NA,"model1","nt"
"tl1.50_gl0.50_pr1.00_c25",1.5,0.5,25,0.5,2.29197529162643,NA,NA,NA,"model1","nt"
"tl2.50_gl0.50_pr1.00_c25",2.5,0.5,25,0.5,2.89630896069582,NA,NA,NA,"model1","nt"
"tl5.00_gl0.50_pr1.00_c25",5,0.5,25,0.7,2.19665478212281,NA,NA,NA,"model1","nt"
"tl1.00_gl1.00_pr1.00_c25",1,1,25,0.6,0.75969889326764,NA,NA,NA,"model1","nt"
"tl1.50_gl1.00_pr1.00_c25",1.5,1,25,0.6,1.50832523396496,NA,NA,NA,"model1","nt"
"tl2.50_gl1.00_pr1.00_c25",2.5,1,25,0.5,3.31840478716178,NA,NA,NA,"model1","nt"
"tl5.00_gl1.00_pr1.00_c25",5,1,25,0.5,1.81257823416008,NA,NA,NA,"model1","nt"
"tl1.00_gl0.10_pr2.50_c25",1,0.1,25,0.7,0.43098022678309,NA,NA,NA,"model1","nt"
"tl1.50_gl0.10_pr2.50_c25",1.5,0.1,25,0.7,0.795035405336618,NA,NA,NA,"model1","nt"
"tl2.50_gl0.10_pr2.50_c25",2.5,0.1,25,0.6,0.685983140232012,NA,NA,NA,"model1","nt"
"tl5.00_gl0.10_pr2.50_c25",5,0.1,25,0.8,0.887304329002318,NA,NA,NA,"model1","nt"
"tl1.00_gl0.25_pr2.50_c25",1,0.25,25,0.3,0.62523154570757,NA,NA,NA,"model1","nt"
"tl1.50_gl0.25_pr2.50_c25",1.5,0.25,25,0.6,1.02363904005258,NA,NA,NA,"model1","nt"
"tl2.50_gl0.25_pr2.50_c25",2.5,0.25,25,0.6,2.80275042081726,NA,NA,NA,"model1","nt"
"tl5.00_gl0.25_pr2.50_c25",5,0.25,25,0.7,1.3616090247633,NA,NA,NA,"model1","nt"
"tl1.00_gl0.50_pr2.50_c25",1,0.5,25,0.7,1.47849490121276,NA,NA,NA,"model1","nt"
"tl1.50_gl0.50_pr2.50_c25",1.5,0.5,25,0.7,1.13816938976248,NA,NA,NA,"model1","nt"
"tl2.50_gl0.50_pr2.50_c25",2.5,0.5,25,0.6,1.30888316971468,NA,NA,NA,"model1","nt"
"tl5.00_gl0.50_pr2.50_c25",5,0.5,25,0.9,1.12889875254786,NA,NA,NA,"model1","nt"
"tl1.00_gl1.00_pr2.50_c25",1,1,25,0.8,0.261873965499195,NA,NA,NA,"model1","nt"
"tl1.50_gl1.00_pr2.50_c25",1.5,1,25,0.7,1.28382417118473,NA,NA,NA,"model1","nt"
"tl2.50_gl1.00_pr2.50_c25",2.5,1,25,0.7,0.353712322287143,NA,NA,NA,"model1","nt"
"tl5.00_gl1.00_pr2.50_c25",5,1,25,0.8,1.44195752015692,NA,NA,NA,"model1","nt"
"tl1.00_gl0.10_pr5.00_c25",1,0.1,25,0.8,0.551239217322975,NA,NA,NA,"model1","nt"
"tl1.50_gl0.10_pr5.00_c25",1.5,0.1,25,0.6,2.06651808015281,NA,NA,NA,"model1","nt"
"tl2.50_gl0.10_pr5.00_c25",2.5,0.1,25,0.7,0.661675362349131,NA,NA,NA,"model1","nt"
"tl5.00_gl0.10_pr5.00_c25",5,0.1,25,0.9,0.231238636085774,NA,NA,NA,"model1","nt"
"tl1.00_gl0.25_pr5.00_c25",1,0.25,25,0.7,0.622361340755015,NA,NA,NA,"model1","nt"
"tl1.50_gl0.25_pr5.00_c25",1.5,0.25,25,0.7,0.629598810791808,NA,NA,NA,"model1","nt"
"tl2.50_gl0.25_pr5.00_c25",2.5,0.25,25,0.7,0.807044499899816,NA,NA,NA,"model1","nt"
"tl5.00_gl0.25_pr5.00_c25",5,0.25,25,0.7,0.82849359843803,NA,NA,NA,"model1","nt"
"tl1.00_gl0.50_pr5.00_c25",1,0.5,25,0.5,1.52872211368963,NA,NA,NA,"model1","nt"
"tl1.50_gl0.50_pr5.00_c25",1.5,0.5,25,0.8,1.22173535584239,NA,NA,NA,"model1","nt"
"tl2.50_gl0.50_pr5.00_c25",2.5,0.5,25,0.7,1.62678382663377,NA,NA,NA,"model1","nt"
"tl5.00_gl0.50_pr5.00_c25",5,0.5,25,0.7,0.786084832528177,NA,NA,NA,"model1","nt"
"tl1.00_gl1.00_pr5.00_c25",1,1,25,0.4,1.39016365896753,NA,NA,NA,"model1","nt"
"tl1.50_gl1.00_pr5.00_c25",1.5,1,25,0.8,0.996267716648179,NA,NA,NA,"model1","nt"
"tl2.50_gl1.00_pr5.00_c25",2.5,1,25,0.6,1.59121045451831,NA,NA,NA,"model1","nt"
"tl5.00_gl1.00_pr5.00_c25",5,1,25,0.6,1.06845694770426,NA,NA,NA,"model1","nt"
"tl1.00_gl0.10_pr1.00_c50",1,0.1,50,0.6,1.38783600194135,NA,NA,NA,"model1","nt"
"tl1.50_gl0.10_pr1.00_c50",1.5,0.1,50,0.3,1.44130867845606,NA,NA,NA,"model1","nt"
"tl2.50_gl0.10_pr1.00_c50",2.5,0.1,50,0.8,0.30915652329192,NA,NA,NA,"model1","nt"
"tl5.00_gl0.10_pr1.00_c50",5,0.1,50,0.4,0.80995975798975,NA,NA,NA,"model1","nt"
"tl1.00_gl0.25_pr1.00_c50",1,0.25,50,0.6,1.69117586026823,NA,NA,NA,"model1","nt"
"tl1.50_gl0.25_pr1.00_c50",1.5,0.25,50,0.5,2.45423730509593,NA,NA,NA,"model1","nt"
"tl2.50_gl0.25_pr1.00_c50",2.5,0.25,50,0.5,1.39084755136131,NA,NA,NA,"model1","nt"
"tl5.00_gl0.25_pr1.00_c50",5,0.25,50,0.7,0.413331239764532,NA,NA,NA,"model1","nt"
"tl1.00_gl0.50_pr1.00_c50",1,0.5,50,0.5,1.22135185119573,NA,NA,NA,"model1","nt"
"tl1.50_gl0.50_pr1.00_c50",1.5,0.5,50,0.4,1.3423669623587,NA,NA,NA,"model1","nt"
"tl2.50_gl0.50_pr1.00_c50",2.5,0.5,50,0.5,2.59990114287725,NA,NA,NA,"model1","nt"
"tl5.00_gl0.50_pr1.00_c50",5,0.5,50,0.7,0.617346412963923,NA,NA,NA,"model1","nt"
"tl1.00_gl1.00_pr1.00_c50",1,1,50,0.4,1.40637309068174,NA,NA,NA,"model1","nt"
"tl1.50_gl1.00_pr1.00_c50",1.5,1,50,0.4,2.54161519654494,NA,NA,NA,"model1","nt"
"tl2.50_gl1.00_pr1.00_c50",2.5,1,50,0.4,1.92392732009383,NA,NA,NA,"model1","nt"
"tl5.00_gl1.00_pr1.00_c50",5,1,50,0.7,2.41995087877074,NA,NA,NA,"model1","nt"
"tl1.00_gl0.10_pr2.50_c50",1,0.1,50,0.3,1.60985411676286,NA,NA,NA,"model1","nt"
"tl1.50_gl0.10_pr2.50_c50",1.5,0.1,50,0.4,1.06858858345264,NA,NA,NA,"model1","nt"
"tl2.50_gl0.10_pr2.50_c50",2.5,0.1,50,0.5,1.31923070269433,NA,NA,NA,"model1","nt"
"tl5.00_gl0.10_pr2.50_c50",5,0.1,50,0.9,0.201597922887867,NA,NA,NA,"model1","nt"
"tl1.00_gl0.25_pr2.50_c50",1,0.25,50,0.3,1.60894182192448,NA,NA,NA,"model1","nt"
"tl1.50_gl0.25_pr2.50_c50",1.5,0.25,50,0.4,1.55550789921698,NA,NA,NA,"model1","nt"
"tl2.50_gl0.25_pr2.50_c50",2.5,0.25,50,0.5,1.10231935335589,NA,NA,NA,"model1","nt"
"tl5.00_gl0.25_pr2.50_c50",5,0.25,50,0.7,0.667336353782387,NA,NA,NA,"model1","nt"
"tl1.00_gl0.50_pr2.50_c50",1,0.5,50,0.4,1.95970454093778,NA,NA,NA,"model1","nt"
"tl1.50_gl0.50_pr2.50_c50",1.5,0.5,50,0.3,1.69555945646581,NA,NA,NA,"model1","nt"
"tl2.50_gl0.50_pr2.50_c50",2.5,0.5,50,0.5,2.02217014817382,NA,NA,NA,"model1","nt"
"tl5.00_gl0.50_pr2.50_c50",5,0.5,50,0.5,0.918347998435342,NA,NA,NA,"model1","nt"
"tl1.00_gl1.00_pr2.50_c50",1,1,50,0.5,1.49127152098741,NA,NA,NA,"model1","nt"
"tl1.50_gl1.00_pr2.50_c50",1.5,1,50,0.4,2.23695352488906,NA,NA,NA,"model1","nt"
"tl2.50_gl1.00_pr2.50_c50",2.5,1,50,0.5,1.96635859165784,NA,NA,NA,"model1","nt"
"tl5.00_gl1.00_pr2.50_c50",5,1,50,0.6,1.29339759140221,NA,NA,NA,"model1","nt"
"tl1.00_gl0.10_pr5.00_c50",1,0.1,50,0.5,1.25381048806233,NA,NA,NA,"model1","nt"
"tl1.50_gl0.10_pr5.00_c50",1.5,0.1,50,0.3,0.98197226013638,NA,NA,NA,"model1","nt"
"tl2.50_gl0.10_pr5.00_c50",2.5,0.1,50,0.5,1.13115282701344,NA,NA,NA,"model1","nt"
"tl5.00_gl0.10_pr5.00_c50",5,0.1,50,0.7,0.548143541933407,NA,NA,NA,"model1","nt"
"tl1.00_gl0.25_pr5.00_c50",1,0.25,50,0.5,1.66425171565131,NA,NA,NA,"model1","nt"
"tl1.50_gl0.25_pr5.00_c50",1.5,0.25,50,0.4,1.66168495409149,NA,NA,NA,"model1","nt"
"tl2.50_gl0.25_pr5.00_c50",2.5,0.25,50,0.6,1.42327501357015,NA,NA,NA,"model1","nt"
"tl5.00_gl0.25_pr5.00_c50",5,0.25,50,0.7,0.599403171179512,NA,NA,NA,"model1","nt"
"tl1.00_gl0.50_pr5.00_c50",1,0.5,50,0.5,1.79116697735778,NA,NA,NA,"model1","nt"
"tl1.50_gl0.50_pr5.00_c50",1.5,0.5,50,0.4,2.65361007048662,NA,NA,NA,"model1","nt"
"tl2.50_gl0.50_pr5.00_c50",2.5,0.5,50,0.6,1.4124923945742,NA,NA,NA,"model1","nt"
"tl5.00_gl0.50_pr5.00_c50",5,0.5,50,0.6,0.797727768275344,NA,NA,NA,"model1","nt"
"tl1.00_gl1.00_pr5.00_c50",1,1,50,0.6,1.0435204537146,NA,NA,NA,"model1","nt"
"tl1.50_gl1.00_pr5.00_c50",1.5,1,50,0.3,3.2355244005936,NA,NA,NA,"model1","nt"
"tl2.50_gl1.00_pr5.00_c50",2.5,1,50,0.4,1.57948854679796,NA,NA,NA,"model1","nt"
"tl5.00_gl1.00_pr5.00_c50",5,1,50,0.4,0.489437724906135,NA,NA,NA,"model1","nt"
"tl1.00_gl0.10_pr1.00_c100",1,0.1,100,0.2,0.841020781934971,NA,NA,NA,"model1","nt"
"tl1.50_gl0.10_pr1.00_c100",1.5,0.1,100,0.4,1.1141387635171,NA,NA,NA,"model1","nt"
"tl2.50_gl0.10_pr1.00_c100",2.5,0.1,100,0.4,1.10006352388427,NA,NA,NA,"model1","nt"
"tl5.00_gl0.10_pr1.00_c100",5,0.1,100,0.4,0.638085996642208,NA,NA,NA,"model1","nt"
"tl1.00_gl0.25_pr1.00_c100",1,0.25,100,0.3,1.81536752486749,NA,NA,NA,"model1","nt"
"tl1.50_gl0.25_pr1.00_c100",1.5,0.25,100,0.2,1.44532894073276,NA,NA,NA,"model1","nt"
"tl2.50_gl0.25_pr1.00_c100",2.5,0.25,100,0.4,2.1937113639254,NA,NA,NA,"model1","nt"
"tl5.00_gl0.25_pr1.00_c100",5,0.25,100,0.6,1.30730758570189,NA,NA,NA,"model1","nt"
"tl1.00_gl0.50_pr1.00_c100",1,0.5,100,0.4,1.81476894954914,NA,NA,NA,"model1","nt"
"tl1.50_gl0.50_pr1.00_c100",1.5,0.5,100,0.5,2.44695284048399,NA,NA,NA,"model1","nt"
"tl2.50_gl0.50_pr1.00_c100",2.5,0.5,100,0.3,2.98319791977105,NA,NA,NA,"model1","nt"
"tl5.00_gl0.50_pr1.00_c100",5,0.5,100,0.4,2.81812937662509,NA,NA,NA,"model1","nt"
"tl1.00_gl1.00_pr1.00_c100",1,1,100,0.5,2.95794464364011,NA,NA,NA,"model1","nt"
"tl1.50_gl1.00_pr1.00_c100",1.5,1,100,0.4,1.8950117759543,NA,NA,NA,"model1","nt"
"tl2.50_gl1.00_pr1.00_c100",2.5,1,100,0.3,2.95184566893136,NA,NA,NA,"model1","nt"
"tl5.00_gl1.00_pr1.00_c100",5,1,100,0.5,2.53755897819338,NA,NA,NA,"model1","nt"
"tl1.00_gl0.10_pr2.50_c100",1,0.1,100,0.1,1.04738153141008,NA,NA,NA,"model1","nt"
"tl1.50_gl0.10_pr2.50_c100",1.5,0.1,100,0.1,1.93580722084128,NA,NA,NA,"model1","nt"
"tl2.50_gl0.10_pr2.50_c100",2.5,0.1,100,0.3,1.80375893459427,NA,NA,NA,"model1","nt"
"tl5.00_gl0.10_pr2.50_c100",5,0.1,100,0.5,0.362834024883017,NA,NA,NA,"model1","nt"
"tl1.00_gl0.25_pr2.50_c100",1,0.25,100,0.3,2.05652436872521,NA,NA,NA,"model1","nt"
"tl1.50_gl0.25_pr2.50_c100",1.5,0.25,100,0.2,1.58602991937484,NA,NA,NA,"model1","nt"
"tl2.50_gl0.25_pr2.50_c100",2.5,0.25,100,0.3,2.55487800837802,NA,NA,NA,"model1","nt"
"tl5.00_gl0.25_pr2.50_c100",5,0.25,100,0.4,0.991423480701895,NA,NA,NA,"model1","nt"
"tl1.00_gl0.50_pr2.50_c100",1,0.5,100,0.4,1.32703601511157,NA,NA,NA,"model1","nt"
"tl1.50_gl0.50_pr2.50_c100",1.5,0.5,100,0.3,2.25939409451203,NA,NA,NA,"model1","nt"
"tl2.50_gl0.50_pr2.50_c100",2.5,0.5,100,0.5,2.03204251134788,NA,NA,NA,"model1","nt"
"tl5.00_gl0.50_pr2.50_c100",5,0.5,100,0.6,0.574575262808479,NA,NA,NA,"model1","nt"
"tl1.00_gl1.00_pr2.50_c100",1,1,100,0.4,1.28720477236572,NA,NA,NA,"model1","nt"
"tl1.50_gl1.00_pr2.50_c100",1.5,1,100,0.5,1.58112131207551,NA,NA,NA,"model1","nt"
"tl2.50_gl1.00_pr2.50_c100",2.5,1,100,0.4,3.92303630510451,NA,NA,NA,"model1","nt"
"tl5.00_gl1.00_pr2.50_c100",5,1,100,0.5,1.71817210714698,NA,NA,NA,"model1","nt"
"tl1.00_gl0.10_pr5.00_c100",1,0.1,100,0.2,1.53038865176713,NA,NA,NA,"model1","nt"
"tl1.50_gl0.10_pr5.00_c100",1.5,0.1,100,0.2,1.0786495895836,NA,NA,NA,"model1","nt"
"tl2.50_gl0.10_pr5.00_c100",2.5,0.1,100,0.3,1.29901156900338,NA,NA,NA,"model1","nt"
"tl5.00_gl0.10_pr5.00_c100",5,0.1,100,0.7,0.417391108883675,NA,NA,NA,"model1","nt"
"tl1.00_gl0.25_pr5.00_c100",1,0.25,100,0.5,1.52555203687999,NA,NA,NA,"model1","nt"
"tl1.50_gl0.25_pr5.00_c100",1.5,0.25,100,0.4,1.22701014571315,NA,NA,NA,"model1","nt"
"tl2.50_gl0.25_pr5.00_c100",2.5,0.25,100,0.4,1.96298362514718,NA,NA,NA,"model1","nt"
"tl5.00_gl0.25_pr5.00_c100",5,0.25,100,0.5,0.519033487513601,NA,NA,NA,"model1","nt"
"tl1.00_gl0.50_pr5.00_c100",1,0.5,100,0.3,2.16779649987262,NA,NA,NA,"model1","nt"
"tl1.50_gl0.50_pr5.00_c100",1.5,0.5,100,0.3,1.73394239264856,NA,NA,NA,"model1","nt"
"tl2.50_gl0.50_pr5.00_c100",2.5,0.5,100,0.4,1.87788469433924,NA,NA,NA,"model1","nt"
"tl5.00_gl0.50_pr5.00_c100",5,0.5,100,0.5,1.61779550071265,NA,NA,NA,"model1","nt"
"tl1.00_gl1.00_pr5.00_c100",1,1,100,0.3,1.84917711429205,NA,NA,NA,"model1","nt"
"tl1.50_gl1.00_pr5.00_c100",1.5,1,100,0.4,2.83529326500207,NA,NA,NA,"model1","nt"
"tl2.50_gl1.00_pr5.00_c100",2.5,1,100,0.5,2.90867078974491,NA,NA,NA,"model1","nt"
"tl5.00_gl1.00_pr5.00_c100",5,1,100,0.7,1.32606570423236,NA,NA,NA,"model1","nt"
"tl1.00_gl0.10_pr1.00_c200",1,0.1,200,0.1,1.27080597537254,NA,NA,NA,"model1","nt"
"tl1.50_gl0.10_pr1.00_c200",1.5,0.1,200,0.2,1.55651227248696,NA,NA,NA,"model1","nt"
"tl2.50_gl0.10_pr1.00_c200",2.5,0.1,200,0.4,1.43960307018122,NA,NA,NA,"model1","nt"
"tl5.00_gl0.10_pr1.00_c200",5,0.1,200,0.4,0.415577392609694,NA,NA,NA,"model1","nt"
"tl1.00_gl0.25_pr1.00_c200",1,0.25,200,0.2,1.36490101581061,NA,NA,NA,"model1","nt"
"tl1.50_gl0.25_pr1.00_c200",1.5,0.25,200,0.3,1.64426587890607,NA,NA,NA,"model1","nt"
"tl2.50_gl0.25_pr1.00_c200",2.5,0.25,200,0.2,1.90639652451554,NA,NA,NA,"model1","nt"
"tl5.00_gl0.25_pr1.00_c200",5,0.25,200,0.5,0.652295984786355,NA,NA,NA,"model1","nt"
"tl1.00_gl0.50_pr1.00_c200",1,0.5,200,0.3,2.21978642209679,NA,NA,NA,"model1","nt"
"tl1.50_gl0.50_pr1.00_c200",1.5,0.5,200,0.5,2.20417249289209,NA,NA,NA,"model1","nt"
"tl2.50_gl0.50_pr1.00_c200",2.5,0.5,200,0.4,3.34858130845654,NA,NA,NA,"model1","nt"
"tl5.00_gl0.50_pr1.00_c200",5,0.5,200,0.3,1.91449789292646,NA,NA,NA,"model1","nt"
"tl1.00_gl1.00_pr1.00_c200",1,1,200,0.4,2.49732906686702,NA,NA,NA,"model1","nt"
"tl1.50_gl1.00_pr1.00_c200",1.5,1,200,0.5,2.60882059273153,NA,NA,NA,"model1","nt"
"tl2.50_gl1.00_pr1.00_c200",2.5,1,200,0.4,3.32299168396332,NA,NA,NA,"model1","nt"
"tl5.00_gl1.00_pr1.00_c200",5,1,200,0.2,2.41543384546256,NA,NA,NA,"model1","nt"
"tl1.00_gl0.10_pr2.50_c200",1,0.1,200,0,1.4431815450352,NA,NA,NA,"model1","nt"
"tl1.50_gl0.10_pr2.50_c200",1.5,0.1,200,0,1.4818017672448,NA,NA,NA,"model1","nt"
"tl2.50_gl0.10_pr2.50_c200",2.5,0.1,200,0.2,1.42052644614112,NA,NA,NA,"model1","nt"
"tl5.00_gl0.10_pr2.50_c200",5,0.1,200,0.6,0.412002886989133,NA,NA,NA,"model1","nt"
"tl1.00_gl0.25_pr2.50_c200",1,0.25,200,0.3,1.61622486443374,NA,NA,NA,"model1","nt"
"tl1.50_gl0.25_pr2.50_c200",1.5,0.25,200,0.1,1.80395227102965,NA,NA,NA,"model1","nt"
"tl2.50_gl0.25_pr2.50_c200",2.5,0.25,200,0.2,2.12996606920491,NA,NA,NA,"model1","nt"
"tl5.00_gl0.25_pr2.50_c200",5,0.25,200,0.5,1.08931629319894,NA,NA,NA,"model1","nt"
"tl1.00_gl0.50_pr2.50_c200",1,0.5,200,0.4,1.82218331882215,NA,NA,NA,"model1","nt"
"tl1.50_gl0.50_pr2.50_c200",1.5,0.5,200,0.3,2.20587272950108,NA,NA,NA,"model1","nt"
"tl2.50_gl0.50_pr2.50_c200",2.5,0.5,200,0.3,2.42299849392907,NA,NA,NA,"model1","nt"
"tl5.00_gl0.50_pr2.50_c200",5,0.5,200,0.2,1.6231619029009,NA,NA,NA,"model1","nt"
"tl1.00_gl1.00_pr2.50_c200",1,1,200,0.4,1.83901182081757,NA,NA,NA,"model1","nt"
"tl1.50_gl1.00_pr2.50_c200",1.5,1,200,0.3,1.96015367478959,NA,NA,NA,"model1","nt"
"tl2.50_gl1.00_pr2.50_c200",2.5,1,200,0.4,3.25604544648733,NA,NA,NA,"model1","nt"
"tl5.00_gl1.00_pr2.50_c200",5,1,200,0.2,3.0938046921615,NA,NA,NA,"model1","nt"
"tl1.00_gl0.10_pr5.00_c200",1,0.1,200,0.1,1.49640617789288,NA,NA,NA,"model1","nt"
"tl1.50_gl0.10_pr5.00_c200",1.5,0.1,200,0,2.16456414940308,NA,NA,NA,"model1","nt"
"tl2.50_gl0.10_pr5.00_c200",2.5,0.1,200,0.2,1.3619972570543,NA,NA,NA,"model1","nt"
"tl5.00_gl0.10_pr5.00_c200",5,0.1,200,0.4,0.355363756070121,NA,NA,NA,"model1","nt"
"tl1.00_gl0.25_pr5.00_c200",1,0.25,200,0.2,1.23323411540542,NA,NA,NA,"model1","nt"
"tl1.50_gl0.25_pr5.00_c200",1.5,0.25,200,0.1,2.00948095518697,NA,NA,NA,"model1","nt"
"tl2.50_gl0.25_pr5.00_c200",2.5,0.25,200,0.2,1.60161475145586,NA,NA,NA,"model1","nt"
"tl5.00_gl0.25_pr5.00_c200",5,0.25,200,0.4,0.932587075983693,NA,NA,NA,"model1","nt"
"tl1.00_gl0.50_pr5.00_c200",1,0.5,200,0.2,1.27833099578003,NA,NA,NA,"model1","nt"
"tl1.50_gl0.50_pr5.00_c200",1.5,0.5,200,0.3,2.48856231123102,NA,NA,NA,"model1","nt"
"tl2.50_gl0.50_pr5.00_c200",2.5,0.5,200,0.4,2.6258805248058,NA,NA,NA,"model1","nt"
"tl5.00_gl0.50_pr5.00_c200",5,0.5,200,0.6,1.16421272136855,NA,NA,NA,"model1","nt"
"tl1.00_gl1.00_pr5.00_c200",1,1,200,0.4,1.40406906991691,NA,NA,NA,"model1","nt"
"tl1.50_gl1.00_pr5.00_c200",1.5,1,200,0.4,2.07251577205071,NA,NA,NA,"model1","nt"
"tl2.50_gl1.00_pr5.00_c200",2.5,1,200,0.2,2.36504737350083,NA,NA,NA,"model1","nt"
"tl5.00_gl1.00_pr5.00_c200",5,1,200,0.3,1.39275552514879,NA,NA,NA,"model1","nt"
"tl1.00_gl0.10_pr1.00_c25",1,0.1,25,0.9,0.501138845792113,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.10_pr1.00_c25",1.5,0.1,25,0.9,0.566761767489817,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.10_pr1.00_c25",2.5,0.1,25,1,0.381283921802902,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.10_pr1.00_c25",5,0.1,25,0.5,3.23187023924735,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.00_gl0.25_pr1.00_c25",1,0.25,25,0.8,0.823838646719195,"gain_loss_trans",NA,NA,"model10","nt"
"tl1.50_gl0.25_pr1.00_c25",1.5,0.25,25,1,0.31991556118582,"gain_loss_trans",NA,NA,"model10","nt"
"tl2.50_gl0.25_pr1.00_c25",2.5,0.25,25,0.7,1.31526406192136,"gain_loss_trans",NA,NA,"model10","nt"
"tl5.00_gl0.25_pr1.00_c25",5,0.25,25,0.9,1.47638852720907,"gain_loss_trans",NA,NA,"model10","nt"
