Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-2017.587	-2187.396	169.809	1.274721	2.601904
6	-2025.843	-2195.566	169.7229	1.67057	2.408377
12	-2025.48	-2195.434	169.9541	1.439411	2.408377
18	-2020.948	-2191.076	170.1283	1.400674	2.322498
24	-2019.49	-2189.722	170.2318	1.09943	2.44755
30	-2009.283	-2179.309	170.0258	1.09943	2.57618
36	-2020.956	-2191.457	170.5004	1.033723	2.319212
42	-2022.796	-2192.91	170.1138	1.215029	2.449056
48	-2020.238	-2190.82	170.5823	1.081284	2.236264
54	-2015.849	-2185.479	169.6298	1.582217	2.52217
60	-2008.943	-2179.033	170.0896	1.338203	2.386692
66	-2022.009	-2192.163	170.1539	1.494764	2.24588
72	-2017.621	-2187.26	169.6396	1.460388	2.591806
78	-2024.611	-2193.974	169.363	1.677795	2.628434
84	-2016.048	-2185.346	169.2979	1.485627	2.786191
90	-2011.969	-2182.028	170.0587	1.485627	2.312702
96	-2014.365	-2184.782	170.4177	1.199632	2.265951
102	-2017.199	-2187.13	169.9315	1.217005	2.561752
108	-2021.663	-2191.753	170.0898	1.22905	2.455323
114	-2043.183	-2211.962	168.7792	1.885106	2.858663
120	-2034.475	-2203.981	169.5061	1.570238	2.606481
126	-2029.048	-2198.863	169.8144	1.373751	2.53708
132	-2035.181	-2204.817	169.6367	1.470686	2.587221
138	-2024.05	-2193.901	169.8516	1.255847	2.587221
144	-2024.268	-2194.421	170.1528	1.318267	2.359282
150	-2030.555	-2199.441	168.8861	1.693202	2.910076
156	-2017.508	-2187.033	169.5251	1.521754	2.624672
162	-2027.599	-2197.926	170.3271	1.293495	2.263915
168	-2029.043	-2199.075	170.0323	1.531655	2.300129
174	-2022.228	-2191.845	169.6171	1.63209	2.498973
180	-2029.419	-2198.525	169.1066	1.63209	2.81354
186	-2024.013	-2193.713	169.7003	1.462316	2.552945
192	-2025.658	-2195.593	169.9354	1.462316	2.405688
198	-2022.757	-2193.096	170.3384	1.462316	2.147418
204	-2037.015	-2206.188	169.1724	1.606185	2.789226
210	-2028.049	-2198.118	170.0694	1.326927	2.406605
216	-2033.666	-2203.802	170.1363	1.307421	2.376622
222	-2023.702	-2191.892	168.1899	1.757476	3.286946
228	-2016.41	-2186.535	170.1254	1.388709	2.331937
234	-2017.169	-2187.162	169.9925	1.436645	2.385853
240	-2008.256	-2177.902	169.6458	1.565693	2.522527
246	-2014.511	-2183.854	169.3426	1.391746	2.816134
252	-2015.211	-2184.732	169.521	1.367027	2.722352
258	-2013.709	-2183.708	169.9988	1.272129	2.485422
264	-2008.633	-2178.475	169.8418	1.42907	2.485422
270	-2014.128	-2182.927	168.799	1.721167	2.945719
276	-2010.766	-2181.035	170.2694	1.202296	2.358912
282	-2006.337	-2176.374	170.0374	1.313167	2.435428
