Iteration	Posterior	Likelihood	Prior	tree_length
0	-23.18384	-196.2067	173.0229	1.276096
6	-26.83565	-199.8585	173.0229	1.276096
12	-23.97215	-197.3475	173.3753	0.9549134
18	-32.00006	-205.5243	173.5243	0.7779557
24	-25.44424	-198.7471	173.3028	1.028066
30	-36.6618	-209.9907	173.3289	1.002337
36	-32.04736	-205.5275	173.4802	0.8359652
42	-39.37207	-212.9461	173.574	0.700998
48	-29.81303	-202.2278	172.4148	1.733257
54	-21.27025	-194.8859	173.6156	0.6137952
60	-19.94991	-193.5552	173.6053	0.6394056
66	-22.22347	-195.3013	173.0778	1.230377
72	-47.07444	-218.8031	171.7287	2.194213
78	-39.03438	-212.2094	173.175	1.146519
84	-47.3899	-220.0542	172.6643	1.553876
90	-38.94964	-212.0758	173.1262	1.189207
96	-39.77979	-212.8978	173.118	1.196248
102	-37.8667	-210.8097	172.943	1.340766
108	-29.22974	-202.149	172.9192	1.359625
114	-34.06221	-207.5866	173.5244	0.7777765
120	-31.71473	-205.2391	173.5244	0.7777765
126	-24.80036	-198.4283	173.628	0.5747097
132	-26.69339	-200.0921	173.3987	0.9300049
138	-19.01334	-192.1185	173.1052	1.207201
144	-26.95605	-200.2724	173.3164	1.014793
150	-30.05956	-203.313	173.2534	1.075157
156	-26.12284	-199.3763	173.2534	1.075157
162	-27.17617	-200.1452	172.969	1.319893
168	-20.26989	-193.8235	173.5536	0.7346988
174	-31.34002	-204.362	173.0219	1.276884
180	-29.62785	-203.0565	173.4286	0.8969766
186	-35.15792	-208.5677	173.4098	0.9179546
192	-30.38475	-203.6078	173.223	1.103256
198	-19.93684	-193.2748	173.338	0.9933012
204	-25.32866	-198.3863	173.0576	1.247351
210	-28.17824	-201.2053	173.0271	1.272635
216	-29.20776	-201.767	172.5593	1.63042
222	-28.61812	-201.9029	173.2847	1.04553
228	-34.48215	-207.7669	173.2847	1.04553
234	-26.57789	-199.2723	172.6944	1.531616
240	-38.28897	-211.5609	173.2719	1.057764
246	-32.99434	-205.4745	172.4802	1.68703
252	-29.01065	-201.789	172.7783	1.468657
258	-28.11603	-200.4991	172.3831	1.755477
264	-22.19139	-195.1998	173.0084	1.287986
270	-19.8745	-193.3504	173.4759	0.8412699
276	-25.81606	-198.5908	172.7748	1.471349
282	-29.4578	-202.0611	172.6033	1.598535
288	-32.27804	-205.3217	173.0437	1.258941
294	-30.4388	-203.7015	173.2627	1.066433
300	-29.36267	-201.9385	172.5758	1.618482
306	-26.49568	-200.0704	173.5748	0.6997209
312	-33.71871	-205.8975	172.1788	1.896146
318	-22.06325	-195.0857	173.0224	1.27647
324	-22.98898	-195.409	172.4201	1.729531
330	-23.93871	-197.3765	173.4378	0.8865483
336	-21.5045	-194.1704	172.6659	1.55265
342	-21.10499	-194.6923	173.5873	0.6767135
348	-38.01863	-211.5271	173.5085	0.7995235
354	-34.59066	-207.0758	172.4851	1.683522
360	-32.02219	-205.4782	173.456	0.8653085
366	-25.36157	-198.661	173.2994	1.031397
372	-27.54165	-200.4293	172.8876	1.384483
378	-20.71732	-194.2915	173.5741	0.7008368
384	-27.04479	-200.1747	173.1299	1.185959
390	-29.45851	-202.2514	172.7929	1.457557
396	-39.08131	-212.0475	172.9662	1.322198
402	-46.88874	-219.7002	172.8115	1.443398
408	-46.3029	-219.275	172.9721	1.317461
414	-48.6643	-221.315	172.6507	1.563843
420	-42.2198	-214.6318	172.412	1.735183
426	-40.05684	-213.1758	173.119	1.195397
432	-27.69833	-200.885	173.1867	1.13613
438	-22.9868	-196.2954	173.3086	1.022414
444	-21.86338	-195.282	173.4186	0.9082236
450	-22.80608	-196.0768	173.2708	1.05885
456	-33.57362	-206.9353	173.3617	0.9691284
462	-30.68638	-203.5444	172.858	1.407539
468	-25.10197	-197.8017	172.6998	1.527603
474	-29.30066	-202.0274	172.7267	1.50751
480	-29.2413	-202.3008	173.0595	1.24575
486	-26.66774	-199.8073	173.1396	1.177598
492	-21.82747	-195.369	173.5415	0.753101
498	-19.47142	-192.7378	173.2664	1.062981
504	-26.70866	-199.9225	173.2139	1.111602
510	-24.44856	-197.4139	172.9653	1.322894
516	-31.167	-204.5791	173.4121	0.9154121
522	-26.73192	-200.1553	173.4234	0.9028487
528	-21.93077	-195.424	173.4932	0.8195419
534	-23.58827	-197.0679	173.4796	0.8367069
540	-27.07118	-200.6637	173.5925	0.6666495
546	-19.22283	-192.6479	173.4251	0.9009177
552	-16.19849	-189.6236	173.4251	0.9009177
558	-20.88036	-194.0588	173.1785	1.143434
564	-25.84341	-199.0275	173.1841	1.138414
570	-40.13617	-212.2866	172.1504	1.915386
576	-29.11908	-202.1494	173.0304	1.269947
582	-17.78413	-190.9861	173.202	1.122368
588	-25.54082	-198.9401	173.3993	0.9294116
594	-23.73463	-197.2417	173.5071	0.8013795
600	-26.99711	-200.5024	173.5053	0.8037428
606	-20.96134	-193.9317	172.9704	1.318814
612	-30.48497	-203.4217	172.9367	1.345786
618	-32.10143	-204.7982	172.6968	1.529824
624	-23.78198	-197.2892	173.5072	0.8012524
630	-29.84122	-202.9371	173.0958	1.215159
636	-25.63437	-198.7302	173.0958	1.215159
642	-31.68461	-204.8057	173.1211	1.19353
648	-26.24417	-199.1114	172.8672	1.400403
654	-35.99416	-208.9462	172.952	1.333542
660	-28.79962	-201.6723	172.8727	1.396161
666	-31.92591	-205.2538	173.3279	1.003365
672	-23.73003	-197.0579	173.3279	1.003365
678	-31.52265	-204.2945	172.7719	1.473537
684	-33.00126	-206.2441	173.2429	1.084995
690	-38.43978	-211.7816	173.3418	0.9893899
696	-34.67767	-207.5984	172.9207	1.358442
702	-17.66351	-190.7237	173.0601	1.245225
708	-22.09455	-195.1547	173.0601	1.245225
714	-17.34226	-190.8733	173.5311	0.7683587
720	-30.85224	-204.1803	173.328	1.003228
726	-34.5772	-207.7346	173.1574	1.161991
732	-42.25986	-215.5397	173.2799	1.050205
738	-32.46867	-204.9068	172.4381	1.716804
744	-44.86275	-217.877	173.0143	1.283179
750	-42.40643	-215.6186	173.2122	1.113145
756	-34.77936	-207.8537	173.0744	1.233289
762	-30.30379	-203.3034	172.9996	1.295191
768	-24.44131	-197.8211	173.3798	0.9502376
774	-26.21868	-199.6031	173.3844	0.9453514
780	-21.69546	-195.0848	173.3893	0.9401009
786	-23.02371	-196.2264	173.2027	1.121747
792	-32.17546	-204.8899	172.7144	1.516691
798	-32.01824	-205.0232	173.005	1.290758
