Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-1293.597	-1462.111	168.5132	1.831222	1.372658	1.085482	0.63381	0.36619	0.50582	0.49418	0.6873419
6	-1304.466	-1473.711	169.2451	0.7436666	1.600321	1.175681	0.56545	0.43455	0.529991	0.470009	0.7295438
12	-1300.744	-1470.754	170.0105	0.329932	1.256931	1.175681	0.56545	0.43455	0.486154	0.513846	0.6830277
18	-1293.098	-1463.095	169.9973	0.2665278	1.245395	1.28354	0.471827	0.528173	0.384516	0.615484	0.6830277
24	-1299.905	-1469.516	169.6115	0.1089182	1.648169	1.496755	0.720828	0.279172	0.459542	0.540458	0.7371599
30	-1297.576	-1466.915	169.3394	0.4822145	1.984207	1.127486	0.691757	0.308243	0.394775	0.605225	0.6735501
36	-1296.31	-1465.539	169.2288	0.5974598	1.848621	1.150686	0.691757	0.308243	0.394775	0.605225	0.8107102
42	-1293.656	-1463.307	169.6511	0.2370188	1.771683	1.087153	0.645517	0.354483	0.432415	0.567585	0.8369048
48	-1292.814	-1462.535	169.7216	0.2799711	1.660549	1.087153	0.638416	0.361584	0.432415	0.567585	0.8139818
54	-1302.627	-1472.991	170.3645	0.7146211	0.8424431	0.8238571	0.520578	0.479422	0.319359	0.680641	0.8139818
60	-1307.519	-1477.71	170.1912	0.02639733	1.150062	1.403152	0.590984	0.409016	0.455243	0.544757	0.7052628
66	-1313.808	-1484.03	170.2216	0.1526512	1.188773	1.211089	0.463513	0.536487	0.455243	0.544757	0.6743202
72	-1322.165	-1491.874	169.7092	1.516316	0.6845421	0.8985011	0.445077	0.554923	0.445563	0.554437	0.5788626
78	-1307.975	-1476.968	168.9922	1.511828	0.9551299	1.370064	0.559565	0.440435	0.413778	0.586222	0.5703121
84	-1302.272	-1471.429	169.1565	0.6029819	1.907251	1.202034	0.559565	0.440435	0.527513	0.472487	0.5703598
90	-1296.783	-1466.201	169.4185	0.253532	1.801867	1.202034	0.609616	0.390384	0.494144	0.505856	0.8912382
96	-1298.095	-1467.171	169.0761	0.3148225	2.102366	1.453915	0.676516	0.323484	0.494144	0.505856	0.6030265
102	-1302.733	-1471.851	169.1177	0.1777665	2.053133	1.608648	0.672536	0.327464	0.397407	0.602593	0.6030265
108	-1306.932	-1476.062	169.1305	0.2955454	2.047474	1.561159	0.750891	0.249109	0.415656	0.584344	0.5915736
114	-1309.267	-1478.68	169.4126	0.1884175	1.734422	1.562882	0.648512	0.351488	0.449157	0.550843	0.5246715
120	-1304.832	-1474.568	169.7367	0.5450272	1.418103	1.123282	0.63442	0.36558	0.389259	0.610741	0.6996712
126	-1310.671	-1479.992	169.3207	0.9936682	1.642694	0.8814402	0.63442	0.36558	0.389259	0.610741	0.6996712
132	-1312.329	-1481.04	168.7114	1.063119	1.874319	1.261958	0.63442	0.36558	0.427257	0.572743	0.5335166
138	-1303.019	-1473.19	170.1714	0.06687307	1.466344	1.038664	0.63442	0.36558	0.427257	0.572743	0.80168
144	-1298.301	-1468.09	169.789	0.0479902	1.680258	1.304145	0.620538	0.379462	0.35801	0.64199	0.748155
150	-1298.219	-1467.774	169.5551	0.2251063	1.474863	1.669042	0.666518	0.333482	0.35801	0.64199	0.5434129
156	-1312.684	-1481.037	168.353	1.839223	1.434378	1.205782	0.571165	0.428835	0.440553	0.559447	0.5723277
162	-1298.735	-1468.21	169.4747	0.3121573	1.643677	1.431329	0.644728	0.355272	0.422544	0.577456	0.6403626
168	-1298.846	-1469.071	170.2246	0.2020963	1.362862	1.029038	0.644728	0.355272	0.406616	0.593384	0.7013518
174	-1290.677	-1460.607	169.9299	0.4474995	1.252873	1.252949	0.703263	0.296737	0.360564	0.639436	0.7036928
180	-1289.18	-1459.27	170.0893	0.3863183	1.143314	0.9700306	0.492134	0.507866	0.42229	0.57771	0.9304449
186	-1282.653	-1452.704	170.0505	0.1090406	1.400623	1.071124	0.617679	0.382321	0.425527	0.574473	0.9212619
192	-1289.972	-1459.853	169.8804	0.02105079	1.652106	1.230495	0.682697	0.317303	0.425527	0.574473	0.8117061
198	-1292.503	-1461.801	169.2979	0.3946162	1.929608	1.209152	0.682697	0.317303	0.525742	0.474258	0.7781824
204	-1296.794	-1465.978	169.1839	0.468672	1.771777	1.413762	0.620044	0.379956	0.525742	0.474258	0.6655836
210	-1296.117	-1466.041	169.9232	0.1262327	1.525937	1.165047	0.515689	0.484311	0.426917	0.573083	0.7594253
216	-1293.297	-1463.632	170.3351	0.1886765	0.9207358	1.308812	0.515689	0.484311	0.430941	0.569059	0.7156984
222	-1291.322	-1461.19	169.8681	0.7776387	0.8693901	1.279291	0.506017	0.493983	0.430941	0.569059	0.6348326
228	-1292.972	-1462.711	169.7391	1.103228	1.006633	0.8969916	0.487601	0.512399	0.48749	0.51251	0.7122766
234	-1297.694	-1467.589	169.8944	0.4695377	1.308538	0.8950129	0.592316	0.407684	0.412006	0.587994	0.9779495
240	-1290.446	-1460.362	169.916	0.08408429	1.592046	0.9554544	0.591762	0.408238	0.50701	0.49299	0.9977169
246	-1289.681	-1459.706	170.0254	0.1336145	1.46576	0.8980952	0.500096	0.499904	0.475848	0.524152	0.9977169
252	-1287.044	-1457.265	170.221	0.09577949	1.566669	0.8042484	0.658305	0.341695	0.390461	0.609539	0.911721
258	-1292.539	-1463.146	170.6069	0.09826761	0.8469744	1.037538	0.551293	0.448707	0.397606	0.602394	0.9437901
264	-1293.816	-1464.228	170.4114	0.06694699	1.054017	1.037538	0.551293	0.448707	0.371666	0.628334	0.9783966
270	-1313.338	-1482.82	169.4823	0.2689947	1.694091	1.335471	0.596405	0.403595	0.414631	0.585369	0.7535862
276	-1309.833	-1479.473	169.64	0.8131937	1.216801	1.084151	0.596405	0.403595	0.414631	0.585369	0.7535862
282	-1309.621	-1479.022	169.4005	1.250397	1.182071	0.9866775	0.596405	0.403595	0.426839	0.573161	0.6252355
288	-1298.765	-1469.05	170.2844	0.1038699	1.012555	1.19094	0.520996	0.479004	0.426839	0.573161	0.9262499
294	-1301.39	-1471.567	170.1764	0.1282774	1.388757	0.9970897	0.551628	0.448372	0.4219	0.5781	0.8255064
300	-1297.442	-1467.479	170.037	0.3180556	1.314194	0.8882656	0.611714	0.388286	0.414706	0.585294	0.9956971
