Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-649.0688	-814.1395	165.0707	0.1288256	0.7288397	1.085296	1.198486	4.37636
6	-633.2255	-797.02	163.7945	0.1147593	1.24548	1.422973	1.014376	4.732862
12	-640.2818	-802.2799	161.998	0.03868517	0.9597634	1.284812	0.7750143	6.126243
18	-651.5801	-817.1456	165.5655	0.08151394	0.938481	1.049	1.501447	3.853183
24	-638.463	-803.6051	165.1421	0.2860981	0.7238568	0.9831617	1.205396	4.303515
30	-644.8201	-808.7796	163.9595	0.2560522	0.7791065	0.9888017	0.9384613	5.099065
36	-646.5251	-811.5285	165.0034	0.292582	0.5424003	1.242674	1.114802	4.37067
42	-641.758	-807.0891	165.3311	0.292582	0.7365173	1.044979	1.262529	4.118387
48	-629.98	-794.4934	164.5134	0.407498	0.7365173	0.9320394	1.262529	4.57924
54	-640.7927	-805.1768	164.3841	0.3061848	1.411866	0.9320394	1.381565	4.268112
60	-630.4341	-795.2347	164.8006	0.2215478	0.9254161	1.339842	1.125329	4.268112
66	-634.2262	-799.2023	164.9761	0.2215478	1.023936	1.093968	1.073398	4.279174
72	-647.0121	-811.4791	164.467	0.2803336	0.8278285	1.466286	0.9627703	4.501414
78	-644.8052	-809.5778	164.7727	0.3118529	0.9097018	1.497679	0.9627703	4.248686
84	-636.0601	-800.4585	164.3983	0.1422604	0.816503	1.157614	1.045948	4.744472
90	-637.5998	-801.9711	164.3712	0.3044016	0.6552167	1.046643	1.270893	4.68951
96	-641.0375	-805.699	164.6615	0.3174262	0.5953544	0.9860015	1.218024	4.611582
102	-643.4747	-809.0727	165.5979	0.2413203	0.5213118	0.9860015	1.216876	4.157743
108	-637.0967	-801.9732	164.8766	0.3553789	1.134613	1.546427	1.287793	3.824993
114	-658.3723	-823.8746	165.5024	0.09807885	0.8197953	1.078126	1.376063	4.002342
120	-652.0063	-817.1394	165.1331	0.325247	0.9194744	1.192825	1.309362	4.00033
126	-646.342	-811.5291	165.1871	0.3431514	0.7960891	1.102846	1.766114	3.818085
132	-642.9469	-807.9686	165.0217	0.262376	1.358674	1.251805	1.298708	3.824354
138	-642.1721	-805.6278	163.4556	0.2949734	1.025444	0.7328016	1.081949	5.28104
144	-650.339	-814.6291	164.2901	0.4796212	0.8440711	0.8273319	0.9647262	4.830298
150	-641.6804	-806.5193	164.8389	0.6148156	1.083313	1.346267	1.136539	3.922576
156	-636.2961	-801.1072	164.8111	0.261292	0.8929745	1.365553	1.136539	4.237605
162	-635.3954	-801.0435	165.6481	0.5243486	0.6987684	0.9900084	1.325053	3.820195
168	-636.9997	-803.4889	166.4892	0.2093914	0.6701776	1.095229	1.439853	3.402227
174	-645.0437	-810.7095	165.6659	0.5440141	1.001991	1.045249	1.958387	3.224315
180	-656.4803	-820.9611	164.4807	0.7484682	0.6246811	0.7068336	1.703898	4.337055
186	-640.645	-805.0357	164.3907	0.8208005	0.5248392	0.6256002	1.237337	4.6933
192	-636.5289	-799.7767	163.2478	0.3932629	0.8267386	0.8196112	0.9622702	5.470354
198	-638.9122	-804.4104	165.4983	0.5192631	0.4911045	0.8338603	1.248016	4.135446
204	-650.1557	-815.0737	164.918	0.178834	0.8573955	0.9077212	1.078919	4.531433
210	-646.9253	-812.835	165.9097	0.2367285	1.020659	0.7043386	1.489266	3.719938
216	-646.6051	-811.5691	164.964	0.165187	0.9415914	1.340566	1.208462	4.150685
222	-662.8188	-826.4266	163.6078	0.2560222	0.6305895	1.072998	0.8341591	5.379969
228	-650.3177	-814.4947	164.177	0.07451763	0.9182652	1.031141	0.9590796	4.968166
234	-649.9946	-813.8105	163.8159	0.05246521	0.7482169	1.677851	0.8883363	4.968166
240	-654.8969	-818.4226	163.5256	0.2681725	0.7086398	1.066552	0.9595602	5.314549
246	-642.3902	-806.6071	164.2169	0.3466174	0.6865464	0.8134681	1.247307	4.879023
252	-643.6568	-808.6217	164.9649	0.1335459	0.7190596	0.8159281	1.443878	4.451235
258	-634.3874	-798.9455	164.5581	0.1875747	0.7190596	0.979625	1.209235	4.689852
264	-635.1123	-799.9238	164.8115	0.149012	0.9828526	0.8783492	1.126378	4.527594
270	-629.338	-794.2699	164.9318	0.3468971	0.6423869	1.224249	1.272895	4.255985
