Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-400.1209	-564.8852	164.7642	1.845423	2.384266	0.3325012	0.6731159	0.1095318	3.134763	2.450866
6	-395.7164	-561.3314	165.615	3.398093	2.384266	0.3385023	0.4183371	0.2033774	2.279311	1.787335
12	-387.4245	-553.7964	166.3719	2.42804	1.48018	0.2680701	0.2368033	0.144744	1.767536	2.850969
18	-388.0978	-555.485	167.3872	2.190875	1.262531	0.2751686	0.2098274	0.1446938	1.767536	2.4885
24	-387.5002	-554.5841	167.0839	2.26289	1.037274	0.3710341	0.1697064	3.170897	0.2466512	1.773835
30	-388.9971	-556.6336	167.6365	1.946192	1.162194	0.4318885	0.1912293	1.755573	0.2466512	2.379768
36	-386.9248	-554.9923	168.0675	1.898819	2.623906	0.4318885	0.1912293	1.755573	0.105551	1.168797
42	-394.7594	-561.2518	166.4924	1.783568	2.746251	0.07857511	0.3569639	3.069114	0.4842022	1.211005
48	-392.9007	-557.1771	164.2764	1.891091	1.957334	0.1469081	0.7824929	4.898006	0.6650409	1.532237
54	-395.4704	-558.2364	162.766	3.217233	2.912209	0.727652	0.2574281	4.898006	0.3536186	1.380014
60	-387.9013	-549.9008	161.9994	3.487774	1.557116	0.4868408	0.3616849	6.095674	0.8127696	1.694051
66	-393.8576	-557.5443	163.6867	3.457817	1.973314	0.5047333	0.3103055	4.356465	0.9665875	1.346716
72	-413.516	-576.9848	163.4688	2.911362	1.178084	0.8391863	0.3770894	0.4057862	3.980416	2.643665
78	-402.9389	-566.6956	163.7568	2.911362	1.939954	1.142472	0.2782052	0.3056503	3.980416	1.90197
84	-404.0854	-567.6182	163.5328	3.300692	3.305253	0.5983058	0.2366165	0.5675186	3.578817	1.410963
90	-391.7301	-553.3461	161.616	4.048116	3.372702	0.6485361	0.5888996	0.7625865	4.941659	0.8915812
96	-383.3524	-549.2075	165.8551	3.133066	1.927817	0.1703327	0.5770614	0.1202727	3.302018	1.395227
102	-388.4534	-552.4834	164.03	4.866107	2.53477	0.5061112	0.4630486	0.09120753	3.397048	1.308251
108	-385.0145	-550.3864	165.3719	3.668971	1.707702	0.328267	0.4453203	0.4577728	2.267326	2.115068
114	-389.9661	-558.4123	168.4462	1.482876	1.073235	0.1863909	0.1957158	0.3293355	2.267326	1.951409
120	-391.7183	-560.4362	168.7179	1.638049	1.482122	0.2744946	0.1929934	0.3157625	2.267326	1.300472
126	-397.2726	-565.7083	168.4357	1.025702	3.131821	0.06565065	0.3248728	0.1469235	1.735179	1.300472
132	-385.5926	-551.322	165.7294	4.817924	2.459927	0.3234418	0.3452148	0.1502887	1.98976	1.348135
138	-394.8079	-555.1292	160.3214	1.883991	2.156485	1.023992	0.5958014	0.8749396	7.54338	1.689194
144	-387.0668	-551.6294	164.5626	2.881743	1.53994	0.2195525	0.2927981	3.760171	0.7347478	2.111598
150	-389.9528	-556.6572	166.7044	2.068512	1.554373	0.1358638	0.4091682	2.351179	0.4790511	2.178996
156	-392.8458	-560.8286	167.9828	1.44936	1.73959	0.1950992	0.2600339	2.05177	0.2103616	2.011698
162	-402.6553	-567.8727	165.2174	5.616834	1.82284	0.1747412	0.3349743	1.934939	0.04532494	2.10058
168	-397.108	-562.3879	165.2799	3.213241	2.37783	0.4597796	0.2141112	2.497009	0.2885384	1.954179
174	-389.0132	-557.9405	168.9273	2.153641	1.186354	0.05987512	0.2703888	2.580321	0.301176	0.7921322
180	-379.806	-549.6315	169.8255	2.153641	1.46061	0.3724844	0.168162	1.331995	0.1666382	0.7921322
186	-408.0796	-575.6146	167.535	6.080824	1.405562	0.1742229	0.228918	1.385114	0.1382887	0.8968691
192	-403.8313	-569.1518	165.3205	2.320347	1.654082	0.6757065	0.6934793	3.918621	0.6610669	1.081504
