Iteration	Posterior	Likelihood	Prior	part_rate_trans	tree_length
0	-560.7883	-730.0418	169.2535	2.736592	2.022817
6	-569.7802	-738.5407	168.7606	3.22958	2.022817
12	-569.2643	-738.2749	169.0106	3.133688	1.919549
18	-578.1193	-747.2521	169.1328	3.093318	1.863901
24	-571.1078	-740.1595	169.0517	3.093318	1.91904
30	-566.4853	-735.3864	168.9011	3.093318	2.019971
36	-569.6979	-738.5767	168.8788	2.486977	2.425832
42	-570.0238	-738.633	168.6091	2.314001	2.700857
48	-592.826	-761.2474	168.4215	2.369717	2.781548
54	-578.8101	-747.3602	168.5501	1.774419	3.063102
60	-575.5016	-744.7477	169.2461	2.249196	2.343895
66	-595.2829	-764.3406	169.0577	2.653559	2.205509
72	-586.7039	-755.4251	168.7212	3.075183	2.150231
78	-575.9061	-744.8782	168.9721	2.407834	2.416918
84	-576.0933	-744.7161	168.6228	2.525116	2.562091
90	-585.4588	-754.2592	168.8004	2.461639	2.490975
96	-581.7997	-750.6133	168.8135	1.967625	2.787676
102	-572.518	-741.3789	168.8609	1.966548	2.759433
108	-583.1507	-751.9414	168.7906	1.98396	2.791658
114	-580.06	-749.0694	169.0094	2.219152	2.511908
120	-583.9694	-752.6441	168.6747	2.727647	2.402783
126	-577.8727	-746.8476	168.9748	2.427495	2.402783
132	-562.8782	-731.8815	169.0034	2.616853	2.264114
138	-569.9778	-739.18	169.2022	2.55216	2.177567
144	-570.5768	-739.6479	169.0711	3.354879	1.725408
150	-561.4934	-730.5474	169.054	3.185194	1.855002
156	-552.2625	-721.1561	168.8935	3.090754	2.026693
162	-556.6851	-726.2282	169.5432	2.538217	1.961918
168	-558.9985	-728.5023	169.5038	2.538217	1.988236
174	-561.9271	-731.2207	169.2936	2.084081	2.418359
180	-563.7821	-733.0925	169.3104	2.884523	1.885162
186	-550.4133	-719.3013	168.888	3.073602	2.041738
192	-567.3913	-736.5415	169.1502	2.811372	2.041738
198	-574.9732	-744.2718	169.2986	2.519635	2.135969
204	-566.5552	-735.5377	168.9825	2.925501	2.077142
210	-558.9156	-728.016	169.1004	2.893287	2.020485
216	-560.7973	-729.7106	168.9133	2.893287	2.143598
222	-561.2982	-730.3836	169.0854	2.859554	2.052774
228	-552.7848	-721.6345	168.8497	3.388971	1.855369
234	-547.1876	-716.1561	168.9685	3.614618	1.613179
240	-567.0536	-735.7184	168.6648	3.789149	1.705661
246	-565.4912	-734.443	168.9518	3.432481	1.754641
252	-547.4164	-716.2787	168.8623	3.082331	2.052959
258	-553.7078	-722.8809	169.1731	2.73146	2.07938
264	-558.7972	-727.9787	169.1814	2.897916	1.963262
270	-556.7447	-725.7103	168.9656	2.324922	2.473128
276	-548.1732	-717.3973	169.2242	2.695195	2.069657
282	-558.298	-726.885	168.587	3.017311	2.274326
288	-558.642	-727.731	169.0889	2.904584	2.020568
294	-553.6969	-722.2841	168.5872	2.58798	2.54514
300	-561.3609	-730.5873	169.2265	2.934946	1.907958
306	-556.5507	-725.8467	169.2959	2.781791	1.964361
312	-560.418	-729.8179	169.3999	2.046817	2.374721
318	-579.8541	-749.4685	169.6144	2.142199	2.176104
324	-564.3142	-733.2428	168.9286	1.886611	2.766887
