Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-2057.496	-2225.146	167.6506	0.1264588	0.9269539	0.9212293	1.06342	0.520536	0.479464	0.491757	0.508243	2.386012
6	-2070.363	-2238.165	167.8014	0.1907959	0.8161016	0.9212293	1.012683	0.473996	0.526004	0.432611	0.567389	2.357305
12	-2054.78	-2221.907	167.1265	0.1445263	1.172516	1.034108	0.979455	0.525469	0.474531	0.492182	0.507818	2.532181
18	-2048.11	-2215.276	167.1661	0.3037735	0.92372	1.034108	1.02921	0.530569	0.469431	0.492182	0.507818	2.532181
24	-2055.678	-2222.959	167.2811	0.05867238	0.9912131	1.034108	0.9819867	0.467777	0.532223	0.639948	0.360052	2.625701
30	-2059.377	-2227.022	167.6455	0.06431249	0.7680728	1.004345	0.8191214	0.49362	0.50638	0.499407	0.500593	2.625701
36	-2046.506	-2214.184	167.6783	0.04680429	0.9163267	0.8047968	0.9423129	0.49362	0.50638	0.499407	0.500593	2.572454
42	-2044.704	-2212.084	167.3796	0.01052933	0.9163267	0.9372258	0.9363685	0.551283	0.448717	0.584198	0.415802	2.714102
48	-2054.942	-2222.194	167.2515	0.02274657	0.9783246	0.9088494	0.9895486	0.543791	0.456209	0.561147	0.438853	2.726855
54	-2059.826	-2227.369	167.5425	0.009141538	0.9513386	1.020623	0.7289558	0.569702	0.430298	0.561147	0.438853	2.668198
60	-2050.767	-2217.872	167.1047	0.004137505	0.9725412	0.9874205	0.865019	0.491018	0.508982	0.461634	0.538366	2.854176
66	-2060.663	-2227.417	166.7534	0.243078	0.8746273	1.180527	0.8008847	0.491018	0.508982	0.494139	0.505861	2.901885
72	-2065.649	-2233.057	167.4089	0.243078	0.7200255	1.143625	1.002127	0.528118	0.471882	0.540758	0.459242	2.492882
78	-2054.579	-2221.962	167.3832	0.2840607	0.8703348	1.117155	1.002127	0.516629	0.483371	0.529242	0.470758	2.406863
84	-2055.758	-2223.33	167.5714	0.02079804	0.8485264	0.9936831	0.9180939	0.516629	0.483371	0.421174	0.578826	2.603518
90	-2064.312	-2231.347	167.0346	0.09705272	1.140788	1.10254	0.9681188	0.529149	0.470851	0.480563	0.519437	2.603518
96	-2075.672	-2243.607	167.9351	0.04999496	1.112789	0.8619019	1.156954	0.569869	0.430131	0.550261	0.449739	2.119714
102	-2069.199	-2236.84	167.6408	0.04334829	0.8844141	0.8257515	0.822084	0.42306	0.57694	0.514375	0.485625	2.686526
108	-2066.733	-2234.141	167.4077	0.07020478	0.8709213	1.082327	0.9241146	0.482675	0.517325	0.468221	0.531779	2.595524
114	-2063.89	-2230.839	166.9495	0.4595843	1.040788	0.9483873	0.8826567	0.498821	0.501179	0.583427	0.416573	2.64876
120	-2067.457	-2235.417	167.9603	0.1369874	0.9644433	0.7565991	0.9238395	0.498821	0.501179	0.477229	0.522771	2.350113
126	-2065.527	-2232.925	167.3978	0.2694644	1.029449	1.011723	0.867545	0.510888	0.489112	0.469704	0.530296	2.457807
132	-2069.586	-2236.722	167.1356	0.2694644	0.9587694	1.011723	0.9797313	0.513886	0.486114	0.497777	0.502223	2.594347
138	-2066.586	-2233.547	166.9604	0.3801346	0.9706907	1.019632	0.8361084	0.544241	0.455759	0.464331	0.535669	2.714082
144	-2069.537	-2237.095	167.5577	0.1230011	0.8312462	0.8835452	0.7831513	0.544241	0.455759	0.412528	0.587472	2.714082
150	-2069.647	-2236.93	167.2836	0.06300065	1.156734	0.9491244	0.972199	0.549901	0.450099	0.551991	0.448009	2.557873
156	-2060.354	-2227.832	167.4775	0.1164386	0.8510619	0.9973328	0.8955807	0.450522	0.549478	0.488541	0.511459	2.607671
162	-2052.894	-2220.03	167.136	0.2555631	1.070614	0.9973328	0.887177	0.447224	0.552776	0.43811	0.56189	2.607671
168	-2057.408	-2225.038	167.6293	0.05700995	0.8739832	0.9237147	0.8160104	0.416181	0.583819	0.536078	0.463922	2.638369
174	-2052.284	-2220.388	168.1044	0.1170219	0.798363	0.9050259	0.9766693	0.45053	0.54947	0.487898	0.512102	2.251878
180	-2056.873	-2224.613	167.7398	0.3240351	0.9300623	0.931412	1.018546	0.446439	0.553561	0.587044	0.412956	2.236069
186	-2061.11	-2228.421	167.3114	0.07748781	1.203441	0.9776905	0.9395269	0.564454	0.435546	0.594768	0.405232	2.515458
192	-2067.496	-2234.904	167.4076	0.10341	0.9529868	1.001523	0.8993289	0.56254	0.43746	0.547819	0.452181	2.595917
198	-2061.254	-2228.443	167.189	0.3001149	1.139075	0.836037	0.8945164	0.533183	0.466817	0.548594	0.451406	2.595917
204	-2054.377	-2221.927	167.5506	0.07358269	1.074133	0.9151794	1.100032	0.533183	0.466817	0.508316	0.491684	2.371184
210	-2056.137	-2223.984	167.847	0.06114039	0.9626824	0.9151794	1.100032	0.478608	0.521392	0.555159	0.444841	2.264174
216	-2050.97	-2218.708	167.7378	0.07280886	1.118839	0.9151794	1.047939	0.478608	0.521392	0.578435	0.421565	2.264174
222	-2058.62	-2226.511	167.8913	0.01672603	0.9884277	0.8432953	1.141884	0.478608	0.521392	0.465362	0.534638	2.264174
228	-2068.178	-2236.586	168.4081	0.05814213	0.6933586	1.068299	1.106442	0.499347	0.500653	0.618421	0.381579	1.980275
234	-2066.746	-2234.626	167.8809	0.2336252	0.8312055	0.8981547	0.9660014	0.451142	0.548858	0.669464	0.330536	2.349582
240	-2050.859	-2218.712	167.8523	0.114006	0.6573281	0.9702109	0.9820647	0.469345	0.530655	0.465684	0.534316	2.4522
246	-2065.244	-2232.441	167.1974	0.2979644	0.7828333	1.113764	0.9820647	0.469345	0.530655	0.572503	0.427497	2.588971
252	-2049.478	-2216.762	167.284	0.09299585	1.131069	0.8255908	0.9667361	0.502473	0.497527	0.524363	0.475637	2.628299
258	-2060.368	-2227.011	166.6429	0.09525296	1.139508	1.094226	0.913109	0.490749	0.509251	0.495475	0.504525	2.882258
264	-2070.048	-2236.215	166.1673	0.3545562	1.151788	1.385112	0.8883824	0.546137	0.453863	0.594326	0.405674	2.861879
270	-2056.722	-2223.443	166.721	0.1857548	1.173574	1.009466	0.8347672	0.629276	0.370724	0.498697	0.501303	2.879232
276	-2064.232	-2231.159	166.9274	0.1878799	1.035238	0.9948196	0.7446487	0.502798	0.497202	0.482224	0.517776	2.879232
282	-2062.826	-2230.423	167.5967	0.07180399	0.849709	1.010163	0.7273063	0.455841	0.544159	0.413096	0.586904	2.667068
288	-2058.354	-2225.774	167.4195	0.2678986	0.9230307	1.066688	0.9395239	0.430429	0.569571	0.506196	0.493804	2.43709
294	-2062.257	-2229.921	167.6635	0.08466208	0.972487	0.8286078	0.9395239	0.41989	0.58011	0.57756	0.42244	2.526113
300	-2077.274	-2244.9	167.6267	0.1409599	0.88909	0.866881	0.9395239	0.376478	0.623522	0.532418	0.467582	2.547508
306	-2070.064	-2237.589	167.5251	0.07044255	0.9907678	0.9875547	0.8810518	0.43467	0.56533	0.411354	0.588646	2.547508
312	-2059.692	-2227.315	167.6238	0.1907965	0.7500759	0.8752696	1.057726	0.483798	0.516202	0.467732	0.532268	2.504653
318	-2072.539	-2240.007	167.468	0.04080953	1.128335	0.7466862	0.9741254	0.485816	0.514184	0.538376	0.461624	2.592291
324	-2060.73	-2228.115	167.3854	0.2127641	1.069508	0.9532215	0.7424268	0.54605	0.45395	0.479841	0.520159	2.592291
330	-2076.354	-2243.8	167.4463	0.09558408	0.9776748	0.8059524	0.9915224	0.594306	0.405694	0.569624	0.430376	2.633998
336	-2074.319	-2242.275	167.9565	0.04517391	0.8758363	0.884787	1.107199	0.53031	0.46969	0.482555	0.517445	2.27145
342	-2062.292	-2229.812	167.5198	0.07684131	0.9950186	1.216479	0.9849272	0.464756	0.535244	0.511496	0.488504	2.321805
348	-2055.366	-2222.315	166.9492	0.319979	0.8385502	1.175063	0.9558654	0.500447	0.499553	0.557203	0.442797	2.67008
354	-2064.855	-2231.552	166.6975	0.09944103	0.9508578	1.066083	0.7685874	0.534696	0.465304	0.585617	0.414383	3.074015
360	-2061.202	-2228.382	167.1793	0.1683508	1.000364	0.8482161	0.8127631	0.581727	0.418273	0.515126	0.484874	2.814692
366	-2061.216	-2228.773	167.5579	0.2911606	0.7174718	0.9295772	1.052351	0.506917	0.493083	0.507746	0.492254	2.470341
372	-2072.936	-2239.918	166.9818	0.2562074	1.013914	1.174977	1.060524	0.496037	0.503963	0.507746	0.492254	2.512497
